"tags","kanji","readings","definition"
"kanken-9","おには外","おに|は|そと","demons out"
"kanken-9","ボタンを外す","ぼたん|を|はず|す","unbutton"
"kanken-9","三角","さん|かく","triangle"
"kanken-9","まがり角","まがり|かど","corner"
"kanken-9","牛の角","うし|の|つの","bull horn"
"kanken-9","つぎの角をまがる","つぎ|の|かど|を|まがる","turn at corner"
"kanken-9","音楽会","おん|がく|かい","concert"
"kanken-9","楽園","らく|えん","paradise"
"kanken-9","楽しいゆめ","たの|しい|ゆめ","pleasant dream"
"kanken-9","スキーを楽しむ","すきー|を|たの|しむ","enjoy skiing"
"kanken-9","活動","かつ|どう","activity"
"kanken-9","活火山","かっ|か|ざん","active volcano"
"kanken-9","リレーで活やくする","りれー|で|かつ|やく|する","active in relay"
"kanken-9","時間","じ|かん","time"
"kanken-9","世間","せ|けん","society"
"kanken-9","休みの間","やす|み|の|あいだ","during break"
"kanken-9","客間","きゃく|ま","guest room"
"kanken-9","仲間をあつめる","なか|ま|を|あつめる","gather friends"
"kanken-9","丸薬","がん|やく","pill"
"kanken-9","丸太","まる|た","log"
"kanken-9","丸い石","まる|い|いし","round stone"
"kanken-9","目を丸くする","め|を|まる|く|する","stare in amazement"
"kanken-9","岩石","がん|せき","rock"
"kanken-9","火山岩","か|ざん|がん","volcanic rock"
"kanken-9","岩場","いわ|ば","rocky place"
"kanken-9","岩になみが当たる","いわ|に|なみ|が|あたる","waves hit rocks"
"kanken-9","顔面","がん|めん","face"
"kanken-9","横顔","よこ|がお","profile"
"kanken-9","顔つき","かお|つき","look"
"kanken-9","顔をあらう","かお|を|あらう","wash face"
"kanken-9","汽車","き|しゃ","steam train"
"kanken-9","汽船","き|せん","steamship"
"kanken-9","汽笛","き|てき","whistle"
"kanken-9","船が汽笛を鳴らす","ふね|が|き|てき|を|な|らす","ship whistles"
"kanken-9","記録","き|ろく","record"
"kanken-9","筆記用具","ひっ|き|よう|ぐ","writing utensils"
"kanken-9","日記","にっ|き","diary"
"kanken-9","思い出を日記に記す","おも|いで|を|にっ|き|に|しる|す","write memories"
"kanken-9","帰国","き|こく","return country"
"kanken-9","帰り道","かえ|り|みち","way home"
"kanken-9","家に帰る","いえ|に|かえ|る","go home"
"kanken-9","弓道","きゅう|どう","archery"
"kanken-9","弓形","ゆみ|なり","arch shape"
"kanken-9","弓と矢","ゆみ|と|や","bow and arrow"
"kanken-9","弓を引く","ゆみ|を|ひ|く","draw bow"
"kanken-9","牛肉","ぎゅう|にく","beef"
"kanken-9","牛小屋","うし|ご|や","cowshed"
"kanken-9","牛のちちをしぼる","うし|の|ちち|を|しぼる","milk cow"
"kanken-9","金魚","きん|ぎょ","goldfish"
"kanken-9","魚市場","うお|いち|ば","fish market"
"kanken-9","魚つり","さかな|つり","fishing"
"kanken-9","小魚を丸ごと食べる","こ|ざかな|を|まる|ごと|たべる","eat small fish whole"
"kanken-9","上京","じょう|きょう","go to Tokyo"
"kanken-9","京浜工業地帯","けい|ひん|こう|ぎょう|ち|たい","Keihin industrial zone"
"kanken-9","東京タワー","とう|きょう|たわー","Tokyo Tower"
"kanken-9","おばが上京する","おば|が|じょう|きょう|する","aunt comes to Tokyo"
"kanken-9","勉強","べん|きょう","study"
"kanken-9","強引","ごう|いん","pushy"
"kanken-9","強い風","つよ|い|かぜ","strong wind"
"kanken-9","無理強い","む|り|じ|い","coercion"
"kanken-9","火を強める","ひ|を|つよ|める","strengthen fire"
"kanken-9","教室","きょう|しつ","classroom"
"kanken-9","説教","せっ|きょう","scolding"
"kanken-9","道を教える","みち|を|おし|える","teach way"
"kanken-9","先生から教わる","せん|せい|から|おそ|わる","learn from teacher"
"kanken-9","近所","きん|じょ","neighborhood"
"kanken-9","最近","さい|きん","recently"
"kanken-9","近道","ちか|みち","shortcut"
"kanken-9","近くの山にのぼる","ちか|く|の|やま|に|のぼる","climb nearby mountain"
"kanken-9","父兄","ふ|けい","guardians"
"kanken-9","兄さん","にい|さん","older brother"
"kanken-9","兄弟","きょう|だい","siblings"
"kanken-9","兄は高校生だ","あに|は|こう|こう|せい|だ","brother is high schooler"
"kanken-9","図形","ず|けい","figure"
"kanken-9","人形","にん|ぎょう","doll"
"kanken-9","母の形見","はは|の|かた|み","keepsake"
"kanken-9","顔の形","かお|の|かたち","face shape"
"kanken-9","ニンジンをひし形に切る","にんじん|を|ひし|がた|に|き|る","cut carrot diamond"
"kanken-9","計画","けい|かく","plan"
"kanken-9","合計","ごう|けい","sum"
"kanken-9","時間を計る","じ|かん|を|はか|る","measure time"
"kanken-9","計算のテストをうける","けい|さん|の|てすと|を|うける","take calc test"
"kanken-9","元気","げん|き","healthy"
"kanken-9","元日","がん|じつ","New Year's Day"
"kanken-9","火の元","ひ|の|もと","source of fire"
"kanken-9","おもちゃを元にもどす","おもちゃ|を|もと|に|もどす","return toy"
"kanken-9","言葉","こと|ば","word"
"kanken-9","伝言","でん|ごん","message"
"kanken-9","発言","はつ|げん","speech"
"kanken-9","わがままを言う","わがまま|を|い|う","say selfish things"
"kanken-9","原子力","げん|し|りょく","nuclear power"
"kanken-9","川原","かわ|ら","riverbank"
"kanken-9","野原","の|はら","field"
"kanken-9","高原で休日をすごす","こう|げん|で|きゅう|じつ|を|すごす","holiday in highlands"
"kanken-9","一戸だての家","いっ|こ|だて|の|いえ","detached house"
"kanken-9","戸じまり","と|じまり","lock up"
"kanken-9","雨戸","あま|ど","shutter"
"kanken-9","戸をしめる","と|を|しめる","close door"
"kanken-9","古本","ふる|ほん","used book"
"kanken-9","中古車","ちゅう|こ|しゃ","used car"
"kanken-9","古い家","ふる|い|いえ","old house"
"kanken-9","古い新聞をかたづける","ふる|い|しん|ぶん|を|かたづける","clean old newspapers"
"kanken-9","午前","ご|ぜん","AM"
"kanken-9","正午","しょう|ご","noon"
"kanken-9","午後","ご|ご","PM"
"kanken-9","テストは正午におわった","てすと|は|しょう|ご|に|おわった","test ended at noon"
"kanken-9","食後","しょく|ご","after meal"
"kanken-9","気後れ","き|おく|れ","diffident"
"kanken-9","後しまつ","あと|しまつ","cleanup"
"kanken-9","父の後ろについていく","ちち|の|うし|ろ|に|ついていく","follow father"
"kanken-9","語学","ご|がく","language study"
"kanken-9","外国語","がい|こく|ご","foreign language"
"kanken-9","語り手","かた|り|て","narrator"
"kanken-9","ゆめを語り合う","ゆめ|を|かた|り|あ|う","talk dreams"
"kanken-9","工作","こう|さく","handicraft"
"kanken-9","図工","ず|こう","arts and crafts"
"kanken-9","大工さん","だい|く|さん","carpenter"
"kanken-9","工場を見学する","こう|じょう|を|けん|がく|する","visit factory"
"kanken-9","公園","こう|えん","park"
"kanken-9","主人公","しゅ|じん|こう","protagonist"
"kanken-9","公の場","おおやけ|の|ば","public place"
"kanken-9","公平に分ける","こう|へい|に|わける","divide fairly"
"kanken-9","広告","こう|こく","ad"
"kanken-9","広場","ひろ|ば","plaza"
"kanken-9","広い野原","ひろ|い|の|はら","wide field"
"kanken-9","麦ばたけが広がる","むぎ|ばたけ|が|ひろ|がる","wheat field spreads"
"kanken-9","交番","こう|ばん","police box"
"kanken-9","道が交わる","みち|が|まじ|わる","roads cross"
"kanken-9","鳥が飛び交う","とり|が|と|び|か|う","birds fly"
"kanken-9","交通がべんりになる","こう|つう|が|べん|り|に|なる","transport convenient"
"kanken-9","光線","こう|せん","beam"
"kanken-9","日光","にっ|こう","sunlight"
"kanken-9","月の光","つき|の|ひかり","moonlight"
"kanken-9","川の水がきらきら光る","かわ|の|みず|が|きらきら|ひか|る","water sparkles"
"kanken-9","参考書","さん|こう|しょ","reference book"
"kanken-9","考え方","かんが|え|かた","way of thinking"
"kanken-9","インコの名前を考える","いんこ|の|な|まえ|を|かんが|える","think name"
"kanken-9","旅行","りょ|こう","travel"
"kanken-9","行列","ぎょう|れつ","procession"
"kanken-9","東京に行く","とう|きょう|に|い|く","go to Tokyo"
"kanken-9","大会が行われる","たい|かい|が|おこな|われる","tournament held"
"kanken-9","高原","こう|げん","highlands"
"kanken-9","高級品","こう|きゅう|ひん","luxury goods"
"kanken-9","高い山","たか|い|やま","high mountain"
"kanken-9","高いビルがならぶ","たか|い|びる|が|ならぶ","tall buildings"
"kanken-9","黄金","おう|ごん","gold"
"kanken-9","黄色","き|いろ","yellow"
"kanken-9","たまごの黄身","たまご|の|き|み","yolk"
"kanken-9","黄色いリボンをむすぶ","き|いろ|い|りぼん|を|むすぶ","tie yellow ribbon"
"kanken-9","合計","ごう|けい","sum"
"kanken-9","合宿","がっ|しゅく","camp"
"kanken-9","合図","あい|ず","signal"
"kanken-9","声を合わせる","こえ|を|あ|わせる","unison"
"kanken-9","おやつを分け合う","おやつ|を|わ|け|あ|う","share snacks"
"kanken-9","峡谷","きょう|こく","canyon"
"kanken-9","谷間","たに|ま","valley"
"kanken-9","谷川","たに|がわ","stream"
"kanken-9","谷にそった道を歩く","たに|に|そった|みち|を|あるく","walk valley path"
"kanken-9","国土","こく|ど","territory"
"kanken-9","南国","なん|ごく","southern land"
"kanken-9","雪国","ゆき|ぐに","snow country"
"kanken-9","トラックが国道を走る","とらっく|が|こく|どう|を|はしる","truck on highway"
"kanken-9","黒板","こく|ばん","blackboard"
"kanken-9","大黒柱","だい|こく|ばしら","mainstay"
"kanken-9","黒い雲","くろ|い|くも","black cloud"
"kanken-9","店の前は黒山の人だかりだ","みせ|の|まえ|は|くろ|やま|の|ひと|だかり|だ","crowd at shop"
"kanken-9","今夜","こん|や","tonight"
"kanken-9","ただ今","ただ|いま","now/I'm home"
"kanken-9","今朝","け|さ","this morning"
"kanken-9","今年","こ|とし","this year"
"kanken-9","今日は雨がふるそうだ","きょう|は|あめ|が|ふる|そう|だ","rain likely today"
"kanken-9","天才","てん|さい","genius"
"kanken-9","英才教育","えい|さい|きょう|いく","gifted ed"
"kanken-9","音楽の才能をのばす","おん|がく|の|さい|のう|を|のばす","develop talent"
"kanken-9","細心のちゅうい","さい|しん|の|ちゅうい","meticulous"
"kanken-9","細い糸","ほそ|い|いと","thin thread"
"kanken-9","細かい字","こま|かい|じ","small char"
"kanken-9","細長い石をひろう","ほそ|なが|い|いし|を|ひろう","pick long stone"
"kanken-9","作文","さく|ぶん","composition"
"kanken-9","工作","こう|さく","handicraft"
"kanken-9","作業","さ|ぎょう","work"
"kanken-9","動作","どう|さ","action"
"kanken-9","人形を作る","にん|ぎょう|を|つく|る","make doll"
"kanken-9","算数","さん|すう","math"
"kanken-9","計算","けい|さん","calc"
"kanken-9","暗算がとくいだ","あん|ざん|が|とくい|だ","good at mental math"
"kanken-9","中止","ちゅう|し","cancel"
"kanken-9","通行止め","つう|こう|ど|め","closed"
"kanken-9","わらいが止まらない","わらい|が|と|まらない","cant stop laughing"
"kanken-9","市長","し|ちょう","mayor"
"kanken-9","都市","と|し","city"
"kanken-9","朝市","あさ|いち","morning market"
"kanken-9","市内を観光する","し|ない|を|かん|こう|する","sightsee city"
"kanken-9","矢印","や|じるし","arrow"
"kanken-9","矢車","や|ぐるま","arrow wheel"
"kanken-9","こいのぼりの矢車","こいのぼり|の|や|ぐるま","carp streamer wheel"
"kanken-9","矢をいる","や|を|い|る","shoot arrow"
"kanken-9","姉妹","し|まい","sisters"
"kanken-9","姉さん","ねえ|さん","sister"
"kanken-9","姉と歩く","あね|と|あるく","walk with sister"
"kanken-9","思案にくれる","し|あん|に|くれる","lost in thought"
"kanken-9","思い出","おも|いで","memory"
"kanken-9","午後からは雨だと思う","ご|ご|から|は|あめ|だ|と|おも|う","think rain later"
"kanken-9","半紙","はん|し","calligraphy paper"
"kanken-9","手紙","て|がみ","letter"
"kanken-9","紙ひこうき","かみ|ひこうき","paper plane"
"kanken-9","手紙を書く","て|がみ|を|か|く","write letter"
"kanken-9","寺社","じ|しゃ","temples/shrines"
"kanken-9","お寺まいり","お|てら|まいり","visit temple"
"kanken-9","寺でひと休みする","てら|で|ひと|やす|み|する","rest at temple"
"kanken-9","大自然","だい|し|ぜん","nature"
"kanken-9","自転車","じ|てん|しゃ","bicycle"
"kanken-9","自信をもつ","じ|しん|を|もつ","confidence"
"kanken-9","自らの力で勝つ","みずか|ら|の|ちから|で|かつ","win by self"
"kanken-9","時報","じ|ほう","time signal"
"kanken-9","三時のおやつ","さん|じ|の|おやつ","3pm snack"
"kanken-9","一年生の時の写真","いち|ねん|せい|の|とき|の|しゃ|しん","1st grade photo"
"kanken-9","時計","と|けい","clock"
"kanken-9","時間がたつのをわすれる","じ|かん|が|たつ|の|を|わすれる","forget time"
"kanken-9","室内","しつ|ない","indoor"
"kanken-9","地下室","ち|か|しつ","basement"
"kanken-9","室町時代","むろ|まち|じ|だい","Muromachi"
"kanken-9","水泳教室に通う","すい|えい|きょう|しつ|に|かよ|う","swim class"
"kanken-9","社長","しゃ|ちょう","president"
"kanken-9","会社","かい|しゃ","company"
"kanken-9","お社","お|やしろ","shrine"
"kanken-9","神社にまいる","じん|じゃ|に|まいる","visit shrine"
"kanken-9","弱点","じゃく|てん","weakness"
"kanken-9","強弱をつける","きょう|じゃく|を|つける","vary strength"
"kanken-9","ひなが弱る","ひな|が|よわ|る","chick weakens"
"kanken-9","ガスの火を弱める","がす|の|ひ|を|よわ|める","weaken fire"
"kanken-9","首位","しゅ|い","top"
"kanken-9","長い首","なが|い|くび","long neck"
"kanken-9","ダイヤの首かざりを見る","だいや|の|くび|かざり|を|みる","diamond necklace"
"kanken-9","秋分の日","しゅう|ぶん|の|ひ","Autumn Equinox"
"kanken-9","読書の秋","どく|しょ|の|あき","reading autumn"
"kanken-9","秋の夕べに虫が鳴く","あき|の|ゆう|べ|に|むし|が|な|く","insects chirp"
"kanken-9","週末","しゅう|まつ","weekend"
"kanken-9","一週間","いっ|しゅう|かん","one week"
"kanken-9","来週のよていを立てる","らい|しゅう|の|よてい|を|たてる","plan next week"
"kanken-9","春分の日","しゅん|ぶん|の|ひ","Spring Equinox"
"kanken-9","春休み","はる|やす|み","spring break"
"kanken-9","春の野原を歩く","はる|の|の|はら|を|あるく","walk spring field"
"kanken-9","書店","しょ|てん","bookstore"
"kanken-9","教科書","教科書",""
"kanken-9","日記を書く","にっ|き|を|か|く","write diary"
"kanken-9","少女","しょう|じょ","girl"
"kanken-9","多少","た|しょう","somewhat"
"kanken-9","少しだけ食べる","すこ|し|だけ|たべる","eat little"
"kanken-9","今年の冬は雪が少ない","こ|とし|の|ふゆ|は|ゆき|が|すく|ない","little snow"
"kanken-9","場所","ば|しょ","place"
"kanken-9","広場","ひろ|ば","plaza"
"kanken-9","運動場","うん|どう|じょう","playground"
"kanken-9","大会に出場する","たい|かい|に|しゅつ|じょう|する","participate"
"kanken-9","色紙","しき|し","colored paper"
"kanken-9","十二色のクレヨン","じゅう|に|しょく|の|くれよん","12 crayons"
"kanken-9","色えんぴつ","いろ|えんぴつ","colored pencil"
"kanken-9","黄色い風船を買う","き|いろ|い|ふう|せん|を|か|う","buy yellow balloon"
"kanken-9","食塩","しょく|えん","salt"
"kanken-9","夕食","ゆう|しょく","dinner"
"kanken-9","断食","だん|じき","fasting"
"kanken-9","のみ食い","のみ|く|い","eat drink"
"kanken-9","面食らう","めん|く|らう","confused"
"kanken-9","ごはんを食べる","ごはん|を|た|べる","eat rice"
"kanken-9","心配","しん|ぱい","worry"
"kanken-9","用心","よう|じん","caution"
"kanken-9","やさしい心","やさしい|こころ","kind heart"
"kanken-9","明日の天気を心配する","あした|の|てん|き|を|しん|ぱい|する","worry weather"
"kanken-9","新入生","しん|にゅう|せい","new student"
"kanken-9","最新のゲーム","さい|しん|の|げーむ","latest game"
"kanken-9","新しいくつ","あたら|しい|くつ","new shoes"
"kanken-9","新妻","にい|づま","new wife"
"kanken-9","思いを新たにする","おも|い|を|あら|た|に|する","renew resolve"
"kanken-9","親切","しん|せつ","kindness"
"kanken-9","両親","りょう|しん","parents"
"kanken-9","親子","おや|こ","parent child"
"kanken-9","親しい友だち","した|しい|とも|だち","close friend"
"kanken-9","読書に親しむ","どく|しょ|に|した|しむ","enjoy reading"
"kanken-9","図工","ず|こう","arts and crafts"
"kanken-9","地図","ち|ず","map"
"kanken-9","図書館","と|しょ|かん","library"
"kanken-9","合図をきめる","あい|ず|を|きめる","decide signal"
"kanken-9","学力向上を図る","がく|りょく|こう|じょう|を|はか|る","improve ability"
"kanken-9","数字","すう|じ","number"
"kanken-9","数奇屋づくり","す|き|や|づくり","sukiya style"
"kanken-9","数え歌","かぞ|え|うた","counting song"
"kanken-9","百まで数える","ひゃく|まで|かぞ|える","count to 100"
"kanken-9","関西","かん|さい","Kansai"
"kanken-9","西洋","せい|よう","West"
"kanken-9","夕日が西にしずむ","ゆう|ひ|が|にし|に|しずむ","sun sets west"
"kanken-9","声量","せい|りょう","volume"
"kanken-9","大音声","だい|おん|じょう","loud voice"
"kanken-9","歌声","うた|ごえ","singing voice"
"kanken-9","声色","こわ|いろ","tone"
"kanken-9","小鳥の鳴き声を聞く","こ|とり|の|な|き|ごえ|を|きく","hear bird"
"kanken-9","人工衛星","じん|こう|えい|せい","satellite"
"kanken-9","土星","ど|せい","Saturn"
"kanken-9","明星","みょう|じょう","star"
"kanken-9","流れ星","なが|れ|ぼし","shooting star"
"kanken-9","星空を見上げる","ほし|ぞら|を|み|あげる","look at stars"
"kanken-9","晴天","せい|てん","fine weather"
"kanken-9","快晴","かい|せい","clear weather"
"kanken-9","見晴らし台","み|は|らし|だい","view point"
"kanken-9","これは正月の晴れ着だ","これ|は|しょう|がつ|の|は|れ|ぎ|だ","New Year clothes"
"kanken-9","大切","たい|せつ","important"
"kanken-9","一切","いっ|さい","all"
"kanken-9","切手","きっ|て","stamp"
"kanken-9","二つに切る","ふた|つ|に|き|る","cut in two"
"kanken-9","雲の切れ間から月が見える","くも|の|き|れ|ま|から|つき|が|みえる","moon break clouds"
"kanken-9","積雪","せき|せつ","snowpack"
"kanken-9","雪国","ゆき|ぐに","snow country"
"kanken-9","雪だるまを作る","ゆき|だるま|を|つく|る","make snowman"
"kanken-9","船長","せん|ちょう","captain"
"kanken-9","風船","ふう|せん","balloon"
"kanken-9","船のり","ふな|のり","sailor"
"kanken-9","船がみなとに入る","ふね|が|みなと|に|はいる","ship enters port"
"kanken-9","線路","せん|ろ","rail"
"kanken-9","電線","でん|せん","wire"
"kanken-9","線を引く","せん|を|ひく","draw line"
"kanken-9","新幹線にのる","しん|かん|せん|に|のる","shinkansen"
"kanken-9","前後左右","ぜん|ご|さ|ゆう","directions"
"kanken-9","午前中","ご|ぜん|ちゅう","morning"
"kanken-9","名前","な|まえ","name"
"kanken-9","前へ進む","まえ|へ|すすむ","go forward"
"kanken-9","組織","そ|しき","org"
"kanken-9","二年三組","に|ねん|さん|くみ","2-3"
"kanken-9","テレビ番組","てれび|ばん|ぐみ","tv show"
"kanken-9","うでを組む","うで|を|く|む","cross arms"
"kanken-9","競走","きょう|そう","race"
"kanken-9","走者","そう|しゃ","runner"
"kanken-9","馬が走る","うま|が|はし|る","horse runs"
"kanken-9","多少","た|しょう","somewhat"
"kanken-9","人が多い","ひと|が|おお|い","many people"
"kanken-9","多数決をとる","た|すう|けつ|を|とる","majority vote"
"kanken-9","丸太","まる|た","log"
"kanken-9","太陽","たい|よう","sun"
"kanken-9","せきとりのうでは太い","せきとり|の|うで|は|ふと|い","sumo arm thick"
"kanken-9","体力","たい|りょく","stamina"
"kanken-9","体育","たい|いく","PE"
"kanken-9","体裁","てい|さい","appearance"
"kanken-9","体をきたえる","からだ|を|きたえる","train body"
"kanken-9","天文台","てん|もん|だい","observatory"
"kanken-9","台風","たい|ふう","typhoon"
"kanken-9","すべり台であそぶ","すべり|だい|で|あそぶ","slide"
"kanken-9","地下鉄","ち|か|てつ","subway"
"kanken-9","地面","じ|めん","ground"
"kanken-9","遊園地に行く","ゆう|えん|ち|に|い|く","go to park"
"kanken-9","電池","でん|ち","battery"
"kanken-9","大きな池","おお|きな|いけ","big pond"
"kanken-9","池の魚にえさをやる","いけ|の|さかな|に|えさ|を|やる","feed fish"
"kanken-9","知識","ち|しき","knowledge"
"kanken-9","未知","み|ち","unknown"
"kanken-9","もの知り","もの|し|り","know-it-all"
"kanken-9","きけんを知らせる","きけん|を|しら|せる","warn danger"
"kanken-9","茶わん","ちゃ|わん","bowl"
"kanken-9","麦茶","むぎ|ちゃ","barley tea"
"kanken-9","お茶をいれる","お|ちゃ|を|いれる","make tea"
"kanken-9","喫茶","きっ|さ","cafe"
"kanken-9","昼食","ちゅう|しょく","lunch"
"kanken-9","昼休み","ひる|やす|み","lunch break"
"kanken-9","昼食の時間","ちゅう|しょく|の|じ|かん","lunch time"
"kanken-9","昼ごはんを食べる","ひる|ごはん|を|た|べる","eat lunch"
"kanken-9","長方形","ちょう|ほう|けい","rectangle"
"kanken-9","校長先生","こう|ちょう|せん|せい","principal"
"kanken-9","長ぐつ","なが|ぐつ","boots"
"kanken-9","かみの毛が長い","かみ|の|け|が|なが|い","long hair"
"kanken-9","白鳥","はく|ちょう","swan"
"kanken-9","親鳥","おや|どり","parent bird"
"kanken-9","鳥小屋","とり|ご|や","aviary"
"kanken-9","野鳥をかんさつする","や|ちょう|を|かん|さつ|する","observe birds"
"kanken-9","朝刊","ちょう|かん","morning paper"
"kanken-9","朝食","ちょう|しょく","breakfast"
"kanken-9","朝日","あさ|ひ","morning sun"
"kanken-9","朝ごはんを食べる","あさ|ごはん|を|た|べる","eat breakfast"
"kanken-9","直線","ちょく|せん","line"
"kanken-9","正直な人","しょう|じき|な|ひと","honest person"
"kanken-9","こわれたおもちゃを直す","こわれた|おもちゃ|を|なお|す","fix toy"
"kanken-9","通学路","つう|がく|ろ","school route"
"kanken-9","通夜","つ|や","wake"
"kanken-9","大通り","おお|どお|り","main st"
"kanken-9","学校に通う","がっ|こう|に|かよ|う","go to school"
"kanken-9","子弟","し|てい","children"
"kanken-9","兄弟","きょう|だい","siblings"
"kanken-9","弟子","で|し","disciple"
"kanken-9","弟は電車がすきだ","おとうと|は|でん|しゃ|が|すき|だ","brother likes train"
"kanken-9","店員","てん|いん","clerk"
"kanken-9","商店","しょう|てん","shop"
"kanken-9","夜店","よ|みせ","night stall"
"kanken-9","新しい店ができる","あたら|しい|みせ|が|できる","new shop"
"kanken-9","終点","しゅう|てん","end point"
"kanken-9","百点","ひゃく|てん","100 pts"
"kanken-9","点線","てん|せん","dotted line"
"kanken-9","同点で引き分ける","どう|てん|で|ひき|わける","draw"
"kanken-9","電車","でん|しゃ","train"
"kanken-9","電話","でん|わ","phone"
"kanken-9","発電","はつ|でん","power gen"
"kanken-9","電池を入れかえる","でん|ち|を|いれ|かえる","change battery"
"kanken-9","木刀","ぼく|とう","wooden sword"
"kanken-9","ちょうこく刀","ちょうこく|とう","carving knife"
"kanken-9","古い刀を見せてもらう","ふる|い|かたな|を|みせてもらう","see old sword"
"kanken-9","冬季オリンピック","とう|き|おりんぴっく","winter olympics"
"kanken-9","冬休み","ふゆ|やす|み","winter break"
"kanken-9","さむい冬がやってくる","さむ|い|ふゆ|が|やってくる","cold winter"
"kanken-9","当番","とう|ばん","duty"
"kanken-9","弁当","べん|とう","bento"
"kanken-9","大当たり","おお|あ|たり","jackpot"
"kanken-9","まとにボールを当てる","まと|に|ぼーる|を|あ|てる","hit target"
"kanken-9","東京","とう|きょう","Tokyo"
"kanken-9","東の空","ひがし|の|そら","east sky"
"kanken-9","東の方へ歩いて行く","ひがし|の|ほう|へ|あるいて|い|く","go east"
"kanken-9","答案用紙","とう|あん|よう|し","answer sheet"
"kanken-9","返答","へん|とう","reply"
"kanken-9","しつもんに答える","しつもん|に|こた|える","answer q"
"kanken-9","頭上","ず|じょう","overhead"
"kanken-9","音頭","おん|ど","lead"
"kanken-9","頭がいたい","あたま|が|いた|い","headache"
"kanken-9","頭文字","かしら|も|じ","initial"
"kanken-9","マラソンで先頭を走る","まらそん|で|せん|とう|を|はしる","lead marathon"
"kanken-9","同数","どう|すう","same number"
"kanken-9","同時","どう|じ","same time"
"kanken-9","同じ色のくつを買う","おな|じ|いろ|の|くつ|を|か|う","same color shoes"
"kanken-9","道具","どう|ぐ","tool"
"kanken-9","水道","すい|どう","water"
"kanken-9","神道","しん|とう","shinto"
"kanken-9","坂道","さか|みち","slope"
"kanken-9","山の中で道にまよう","やま|の|なか|で|みち|に|まよう","lost in mt"
"kanken-9","読書","どく|しょ","reading"
"kanken-9","音読","おん|どく","aloud"
"kanken-9","本を読む","ほん|を|よ|む","read book"
"kanken-9","絵本をかりて読む","え|ほん|を|かりて|よ|む","borrow book"
"kanken-9","国内","こく|ない","domestic"
"kanken-9","内裏びな","だい|り|びな","dolls"
