level,kanji,furigana,definition,kana
3,"需要","じゅよう","demand","じゅよう"
3,"信じる","しん","to believe","しんじる"
3,"予想","よそう","expectation; prediction","よそう"
3,"修理","しゅうり","repair","しゅうり"
3,"殺人","さつじん","murder","さつじん"
3,"下手","へた","unskillful","へた"
3,"に関して","かん","regarding","にかんして"
3,"倍","ばい","double; times","ばい"
3,"屋上","おくじょう","rooftop","おくじょう"
3,"心","こころ","heart; mind","こころ"
3,"賛成","さんせい","approval; agreement","さんせい"
3,"くれる","","to give (to me)","くれる"
3,"登録","とうろく","registration","とうろく"
3,"外部","がいぶ","outside; external","がいぶ"
3,"不正","ふせい","injustice; unfairness","ふせい"
3,"重視","じゅうし","importance; stress","じゅうし"
3,"移す","うつ","to move; to transfer","うつす"
3,"治療","ちりょう","medical treatment","ちりょう"
3,"新幹線","しんかんせん","bullet train","しんかんせん"
3,"はず","","expectation that something took place","はず"
3,"内部","ないぶ","interior; internal","ないぶ"
3,"正確","せいかく","accurate","せいかく"
3,"育つ","そだ","to grow (up)","そだつ"
3,"対立","たいりつ","confrontation; opposition","たいりつ"
3,"印刷","いんさつ","printing","いんさつ"
3,"解散","かいさん","breakup; dissolution","かいさん"
3,"公共","こうきょう","public","こうきょう"
3,"常識","じょうしき","common sense","じょうしき"
3,"勢い","いきお","force; vigor","いきおい"
3,"心臓","しんぞう","heart (organ)","しんぞう"
3,"一方","いっぽう","one way; the other party","いっぽう"
3,"提供","ていきょう","offer; provision","ていきょう"
3,"出生","しゅっしょう","birth","しゅっしょう"
3,"延長","えんちょう","extension","えんちょう"
3,"バイク","","motorcycle","ばイク"
3,"郵便","ゆうびん","mail; postal service","ゆうびん"
3,"著者","ちょしゃ","author","ちょしゃ"
3,"インド","","India","いんど"
3,"歩道","ほどう","sidewalk","ほどう"
3,"働く","はたら","to work","はたらく"
3,"前後","ぜんご","front and back; about","ぜんご"
3,"正直","しょうじき","honest","しょうじき"
3,"美人","びじん","beautiful woman","びじん"
3,"義務","ぎむ","duty; obligation","ぎむ"
3,"こんばんは","","good evening","こんばんは"
3,"描く","えが","to draw; to paint","えがく"
3,"有利","ゆうり","advantageous","ゆうり"
3,"迫る","せま","to approach; to press","せまる"
3,"一致","いっち","coincidence; agreement","いっち"
3,"恋人","こいびと","lover","こいびと"
3,"甘い","あま","sweet; naive","あまい"
3,"来週","らいしゅう","next week","らいしゅう"
3,"前者","ぜんしゃ","the former","ぜんしゃ"
3,"上","うえ","above; up","うえ"
3,"防止","ぼうし","prevention","ぼうし"
3,"実力","じつりょく","real ability","じつりょく"
3,"とにかく","","anyhow; at any rate","とにかく"
3,"警官","けいかん","police officer","けいかん"
3,"だった","","was (copula)","だった"
3,"イタリア語","ご","Italian language","いたりあご"
3,"どうも","","thanks; somehow","どうも"
3,"もしもし","","hello (on phone)","もしもし"
3,"どうしたらいい","","what should I do","どうしたらいい"
3,"休み中","やすちゅう","during the holiday; closed","やすみちゅう"
3,"全体的","ぜんたいてき","overall","ぜんたいてき"
3,"五百円","ごひゃくえん","500 yen","ごひゃくえん"
3,"どうやって","","how; in what way","どうやって"
3,"勝負","しょうぶ","victory or defeat; match","しょうぶ"
3,"与える","あた","to give; to bestow","あたえる"
3,"奪う","うば","to snatch away","うばう"
3,"腹","はら","abdomen; belly","はら"
3,"講師","こうし","lecturer","こうし"
3,"扱う","あつか","to handle; to deal with","あつかう"
3,"現実的","げんじつてき","realistic","げんじつてき"
3,"地名","ちめい","place name","ちめい"
3,"交番","こうばん","police box","こうばん"
3,"不幸","ふこう","unhappiness; misfortune","ふこう"
3,"天国","てんごく","paradise; heaven","てんごく"
3,"門","もん","gate","もん"
3,"訳す","やく","to translate","やくす"
3,"応援","おうえん","support; cheering","おうえん"
3,"達する","たっ","to reach","たっする"
3,"下着","したぎ","underwear","したぎ"
3,"講演","こうえん","lecture","こうえん"
3,"減少","げんしょう","decrease","げんしょう"
3,"大幅","おおはば","drastic; substantial","おおはば"
3,"定員","ていいん","fixed number of people; capacity","ていいん"
3,"板","いた","board; plank","いた"
3,"俳優","はいゆう","actor","はいゆう"
3,"いいとも","","sure; all right","いいとも"
3,"ポケット","","pocket","ぽけっと"
3,"男の人","おとこひと","man","おとこのひと"
3,"刺激","しげき","stimulus","しげき"
3,"返事","へんじ","reply","へんじ"
3,"組む","く","to put together; to fold (arms)","くむ"
3,"区別","くべつ","distinction","くべつ"
3,"購入","こうにゅう","purchase","こうにゅう"
3,"停止","ていし","suspension; stop","ていし"
3,"電力","でんりょく","electric power","でんりょく"
3,"区","く","ward; district","く"
3,"通勤","つうきん","commuting to work","つうきん"
3,"景気","けいき","business conditions","けいき"
3,"貯金","ちょきん","savings","ちょきん"
3,"働き","はたら","work; function","はたらき"
3,"回す","まわ","to turn; to rotate","まわす"
3,"書店","しょてん","bookstore","しょてん"
3,"通知","つうち","notice; notification","つうち"
3,"タイヤ","","tire","たいや"
3,"課長","かちょう","section manager","かちょう"
3,"規定","きてい","regulation","きてい"
3,"肌","はだ","skin","はだ"
3,"発電","はつでん","power generation","はつでん"
3,"帰る","かえ","to return","かえる"
3,"ボーナス","","bonus","ぼーなす"
3,"故障","こしょう","breakdown; failure","こしょう"
3,"一見","いっけん","glance; look","いっけん"
3,"図る","はか","to plan; to attempt","はかる"
3,"優秀","ゆうしゅう","superior; excellent","ゆうしゅう"
3,"体重","たいじゅう","body weight","たいじゅう"
3,"結論","けつろん","conclusion","けつろん"
3,"互い","たが","mutual; reciprocal","たがい"
3,"厚い","あつ","thick; kind","あつい"
3,"透明","とうめい","transparent","とうめい"
3,"導入","どうにゅう","introduction","どうにゅう"
3,"図書","としょ","books","としょ"
3,"資源","しげん","resources","しげん"
3,"化粧","けしょう","makeup","けしょう"
3,"特色","とくしょく","characteristic","とくしょく"
3,"頑張る","がんば","to do one's best","がんばる"
3,"資産","しさん","assets","しさん"
3,"負担","ふたん","burden","ふたん"
3,"宿題","しゅくだい","homework","しゅくだい"
3,"成果","せいか","accomplishment; result","せいか"
3,"資金","しきん","funds","しきん"
3,"囲む","かこ","to surround","かこむ"
3,"しばらく","","for a while","しばらく"
3,"独特","どくとく","peculiarity; uniqueness","どくとく"
3,"相互","そうご","mutual","そうご"
3,"水準","すいじゅん","level; standard","すいじゅん"
3,"までに","","by (time)","までに"
3,"非常に","ひじょう","very; extremely","ひじょうに"
3,"世紀","せいき","century","せいき"
3,"成人","せいじん","adult","せいじん"
3,"愛情","あいじょう","love; affection","あいじょう"
3,"学部","がくぶ","department of a university","がくぶ"
3,"滞在","たいざい","stay","たいざい"
3,"外交","がいこう","diplomacy","がいこう"
3,"回転","かいてん","rotation","かいてん"
3,"血液","けつえき","blood","けつえき"
3,"予防","よぼう","prevention","よぼう"
3,"危機","きき","crisis","きき"
3,"小学生","しょうがくせい","elementary school student","しょうがくせい"
3,"回数","かいすう","number of times","かいすう"
3,"氏名","しめい","full name","しめい"
3,"熱心","ねっしん","enthusiastic","ねっしん"
3,"進歩","しんぽ","progress","しんぽ"
3,"社員","しゃいん","company employee","しゃいん"
3,"可","か","passable; acceptable","か"
3,"ビル","","building","びる"
3,"順","じゅん","order; turn","じゅん"
3,"定期","ていき","fixed period; season ticket","ていき"
3,"通行","つうこう","passage; traffic","つうこう"
3,"おやすみなさい","","good night","おやすみなさい"
3,"いやになる","","to get sick of","いやになる"
3,"主体","しゅたい","subject; main constituent","しゅたい"
3,"天皇","てんのう","Emperor of Japan","てんのう"
3,"損害","そんがい","damage; loss","そんがい"
3,"特殊","とくしゅ","special; unique","とくしゅ"
3,"変える","か","to change (something)","かえる"
3,"都会","とかい","city","とかい"
3,"哲学","てつがく","philosophy","てつがく"
3,"近く","ちか","near; vicinity","ちかく"
3,"減る","へ","to decrease","へる"
3,"気候","きこう","climate","きこう"
3,"冷静","れいせい","calmness; composure","れいせい"
3,"帰国","きこく","return to one's country","きこく"
3,"ごく","","quite; very","ごく"
3,"狂う","くる","to go mad; to go out of order","くるう"
3,"中世","ちゅうせい","Middle Ages","ちゅうせい"
3,"五百","ごひゃく","five hundred","ごひゃく"
3,"かわいそう","","poor; pitiable","かわいそう"
3,"スピーチ","","speech","すぴーち"
3,"女性的","じょせいてき","feminine","じょせいてき"
3,"小屋","こや","hut; cabin","こや"
3,"部品","ぶひん","parts; accessories","ぶひん"
3,"化学","かがく","chemistry","かがく"
3,"捨てる","す","to throw away","すてる"
3,"真面目","まじめ","diligent; serious","まじめ"
3,"金属","きんぞく","metal","きんぞく"
3,"会長","かいちょう","president; chairman","かいちょう"
3,"街道","かいどう","highway","かいどう"
3,"読み終わる","よお","to finish reading","よみおわる"
3,"中間","ちゅうかん","middle; midway","ちゅうかん"
3,"継続","けいぞく","continuation","けいぞく"
3,"高速","こうそく","high speed","こうそく"
3,"個人的","こじんてき","personal","こじんてき"
3,"分類","ぶんるい","classification","ぶんるい"
3,"投資","とうし","investment","とうし"
3,"農家","のうか","farmer; farm family","のうか"
3,"女優","じょゆう","actress","じょゆう"
3,"航空","こうくう","aviation","こうくう"
3,"常に","つね","always; constantly","つねに"
3,"大小","だいしょう","size; large and small","だいしょう"
3,"平成","へいせい","Heisei era","へいせい"
3,"知人","ちじん","acquaintance","ちじん"
3,"刑事","けいじ","detective","けいじ"
3,"帰ってくる","かえ","to come back","かえってくる"
3,"方言","ほうげん","dialect","ほうげん"
3,"列","れつ","line; row","れつ"
3,"切符","きっぷ","ticket","きっぷ"
3,"習う","なら","to learn","ならう"
3,"児童","じどう","children; juvenile","じどう"
3,"認識","にんしき","recognition","にんしき"
3,"永遠","えいえん","eternity","えいえん"
3,"行政","ぎょうせい","administration","ぎょうせい"
3,"設置","せっち","establishment; installation","せっち"
3,"亡くなる","な","to pass away","なくなる"
3,"姓","せい","surname","せい"
3,"大きな","おお","big","おおきな"
3,"勇気","ゆうき","courage","ゆうき"
3,"人種","じんしゅ","race (of people)","じんしゅ"
3,"礼","れい","bow; thanks","れい"
3,"劇場","げきじょう","theater","げきじょう"
3,"柔道","じゅうどう","judo","じゅうどう"
3,"企画","きかく","planning","きかく"
3,"報道","ほうどう","news report","ほうどう"
3,"移転","いてん","relocation","いてん"
3,"タイプ","","type","たいぷ"
3,"地方","ちほう","region; countryside","ちほう"
3,"ナイフ","","knife","ないふ"
3,"貴重","きちょう","precious; valuable","きちょう"
3,"そば","","near; beside","そば"
3,"数える","かぞ","to count","かぞえる"
3,"統一","とういつ","unity; unification","とういつ"
3,"カップ","","cup","かっぷ"
3,"人類学","じんるいがく","anthropology","じんるいがく"
3,"隠す","かく","to hide","かくす"
3,"大戦","たいせん","great war","たいせん"
3,"若い","わか","young","わかい"
3,"注文","ちゅうもん","order (for item)","ちゅうもん"
3,"迷惑","めいわく","nuisance; trouble","めいわく"
3,"客","きゃく","guest; customer","きゃく"
3,"性質","せいしつ","nature; property","せいしつ"
3,"講義","こうぎ","lecture","こうぎ"
3,"谷","たに","valley","たに"
3,"気を失う","きうしな","to lose consciousness","きをうしなう"
3,"申請","しんせい","application; request","しんせい"
3,"何時間","なんじかん","how many hours","なんじかん"
3,"録音","ろくおん","recording","ろくおん"
3,"競技","きょうぎ","game; match; contest","きょうぎ"
3,"戻す","もど","to return (something)","もどす"
3,"東洋","とうよう","Orient","とうよう"
3,"閉じる","と","to close (e.g. book/eyes)","とじる"
3,"対応","たいおう","correspondence; response","たいおう"
3,"ポスト","","post; mailbox","ぽすと"
3,"作用","さよう","action; effect","さよう"
3,"平日","へいじつ","weekday","へいじつ"
3,"どの","","which","どの"
3,"去る","さ","to leave; to pass","さる"
3,"負け","ま","defeat; loss","まけ"
3,"作成","さくせい","creation; production","さくせい"
3,"向上","こうじょう","improvement","こうじょう"
3,"普及","ふきゅう","diffusion; spread","ふきゅう"
3,"ベッド","","bed","べっど"
3,"余裕","よゆう","surplus; composure","よゆう"
3,"火がつく","ひ","to catch fire","ひがつく"
3,"娘","むすめ","daughter","むすめ"
3,"賞","しょう","prize; award","しょう"
3,"候補","こうほ","candidate","こうほ"
3,"全身","ぜんしん","whole body","ぜんしん"
3,"必死","ひっし","desperate","ひっし"
3,"自信","じしん","confidence","じしん"
3,"になる","","to become","になる"
3,"バイオリン","","violin","ばいおりん"
3,"珍しい","めずら","rare","めずらしい"
3,"唯一","ゆいいつ","only; unique","ゆいいつ"
3,"夫","おっと","husband","おっと"
3,"博物館","はくぶつかん","museum","はくぶつかん"
3,"はっきり","","clearly","はっきり"
3,"栄養","えいよう","nutrition","えいよう"
3,"窓口","まどぐち","service window","まどぐち"
3,"ジャーナリスト","","journalist","じゃーなりすと"
3,"赤字","あかじ","deficit","あかじ"
3,"加工","かこう","processing","かこう"
3,"首","くび","neck","くび"
3,"海洋","かいよう","ocean","かいよう"
3,"忘れる","わす","to forget","わすれる"
3,"分子","ぶんし","molecule; numerator","ぶんし"
3,"皮","かわ","skin; peel","かわ"
3,"代理","だいり","representation; agency","だいり"
3,"幸福","こうふく","happiness","こうふく"
3,"業界","ぎょうかい","industry; business world","ぎょうかい"
3,"アイスクリーム","","ice cream","あいすくりーむ"
3,"出演","しゅつえん","performance; appearance","しゅつえん"
3,"含む","ふく","to include","ふくむ"
3,"激しい","はげ","violent; intense","はげしい"
3,"土曜","どよう","Saturday","どよう"
3,"実績","じっせき","achievements","じっせき"
3,"改革","かいかく","reform","かいかく"
3,"謝る","あやま","to apologize","あやまる"
3,"さあ","","well...","さあ"
3,"上昇","じょうしょう","rising; ascending","じょうしょう"
3,"なかなか","","very; quite","なかなか"
3,"商売","しょうばい","trade; business","しょうばい"
3,"接続","せつぞく","connection","せつぞく"
3,"こと","","thing; matter","こと"
3,"夫人","ふじん","wife; madam","ふじん"
3,"形成","けいせい","formation","けいせい"
3,"バイト","","part-time job","ばいと"
3,"転ぶ","ころ","to fall down","ころぶ"
3,"資本","しほん","capital","しほん"
3,"演劇","えんげき","drama; theater","えんげき"
3,"規制","きせい","regulation","きせい"
3,"丁寧","ていねい","polite","ていねい"
3,"性能","せいのう","performance (of machine)","せいのう"
3,"奥さん","おく","wife (polite)","おくさん"
3,"曲がる","ま","to turn; to bend","まがる"
3,"意図","いと","intention","いと"
3,"かばん","","bag","かばん"
3,"公式","こうしき","formal; official","こうしき"
3,"考慮","こうりょ","consideration","こうりょ"
3,"民族","みんぞく","ethnic group","みんぞく"
3,"考え","かんが","idea; thought","かんがえ"
3,"原理","げんり","principle; theory","げんり"
3,"見送る","みおく","to see off","みおくる"
3,"市場","いちば","market","いちば"
3,"捕まる","つか","to be caught","つかまる"
3,"今朝","けさ","this morning","けさ"
3,"産業","さんぎょう","industry","さんぎょう"
3,"半ば","なか","middle; halfway","なかば"
3,"語る","かた","to talk; to narrate","かたる"
3,"人","にん","counter for people","にん"
3,"畑","はたけ","field","はたけ"
3,"赤ん坊","あかぼう","baby","あかんぼう"
3,"恐怖","きょうふ","fear","きょうふ"
3,"ありがとう","","thank you","ありがとう"
3,"物事","ものごと","things","ものごと"
3,"金融","きんゆう","finance","きんゆう"
3,"問う","と","to ask; to question","とう"
3,"最大","さいだい","biggest; maximum","さいだい"
3,"往復","おうふく","round trip","おうふく"
3,"有力","ゆうりょく","powerful; influential","ゆうりょく"
3,"日","にち","day; sun","にち"
3,"衝突","しょうとつ","collision","しょうとつ"
3,"議長","ぎちょう","chairman","ぎちょう"
3,"廊下","ろうか","corridor","ろうか"
3,"本社","ほんしゃ","head office","ほんしゃ"
3,"思い","おも","thought; feeling","おもい"
3,"信仰","しんこう","faith; belief","しんこう"
3,"悩む","なや","to worry","なやむ"
3,"絞る","しぼ","to wring; to squeeze","しぼる"
3,"大勢","おおぜい","crowd of people","おおぜい"
3,"方","ほう","direction; side","ほう"
3,"形","かたち","shape","かたち"
3,"ガス","","gas","がす"
3,"いっぱい","","full","いっぱい"
3,"評判","ひょうばん","reputation","ひょうばん"
3,"すぐに","","immediately","すぐに"
3,"手間","てま","time and effort","てま"
3,"引退","いんたい","retirement","いんたい"
3,"二度と","にど","never again","にどと"
3,"日程","にってい","schedule","にってい"
3,"主義","しゅぎ","doctrine; -ism","しゅぎ"
3,"例外","れいがい","exception","れいがい"
3,"吸う","す","to breathe in; to smoke","すう"
3,"投票","とうひょう","voting","とうひょう"
3,"周り","まわ","circumference; surroundings","まわり"
3,"真ん中","まなか","center; middle","まんなか"
3,"駅前","えきまえ","in front of the station","えきまえ"
3,"たれる","","to hang; to drip","たれる"
3,"磨く","みが","to polish; to brush","みがく"
3,"しか","","only","しか"
3,"違反","いはん","violation","いはん"
3,"チケット","","ticket","ちけっと"
3,"好む","この","to like; to prefer","このむ"
3,"汚染","おせん","pollution","おせん"
3,"都心","としん","city center","としん"
3,"正月","しょうがつ","New Year","しょうがつ"
3,"商業","しょうぎょう","commerce","しょうぎょう"
3,"大体","だいたい","generally","だいたい"
3,"規模","きぼ","scale","きぼ"
3,"主に","おも","mainly","おもに"
3,"直径","ちょっけい","diameter","ちょっけい"
3,"別荘","べっそう","holiday house; villa","べっそう"
3,"国内","こくない","domestic","こくない"
3,"先頭","せんとう","head; lead","せんとう"
3,"運営","うんえい","management","うんえい"
3,"国籍","こくせき","nationality","こくせき"
3,"学","がく","learning; scholarship","がく"
3,"有料","ゆうりょう","fee-charging","ゆうりょう"
3,"組合","くみあい","association; union","くみあい"
3,"自宅","じたく","one's home","じたく"
3,"やっぱり","","as expected","やっぱり"
3,"一瞬","いっしゅん","moment; instant","いっしゅん"
3,"直ちに","ただ","at once","ただちに"
3,"おる","","to be (humble)","おる"
3,"身","み","body; oneself","み"
3,"意思","いし","intention","いし"
3,"順番","じゅんばん","turn; order","じゅんばん"
3,"生産","せいさん","production","せいさん"
3,"捕虜","ほりょ","prisoner of war","ほりょ"
3,"刺す","さ","to stab; to sting","さす"
3,"ありがとうございます","","thank you","ありがとうございます"
3,"本部","ほんぶ","headquarters","ほんぶ"
3,"森林","しんりん","forest","しんりん"
3,"経由","けいゆ","via","けいゆ"
3,"政策","せいさく","policy","せいさく"
3,"燃える","も","to burn","もえる"
3,"棒","ぼう","pole; rod","ぼう"
3,"打つ","う","to hit","うつ"
3,"英文","えいぶん","sentence in English","えいぶん"
3,"夜間","やかん","nighttime","やかん"
3,"要素","ようそ","element; factor","ようそ"
3,"期限","きげん","time limit","きげん"
3,"寄る","よ","to stop by; to approach","よる"
3,"貧しい","まず","poor","まずしい"
3,"景色","けしき","scenery","けしき"
3,"下","もと","under (supervision etc.)","もと"
3,"立派","りっぱ","splendid","りっぱ"
3,"製作","せいさく","manufacture; production","せいさく"
3,"空中","くうちゅう","sky; mid-air","くうちゅう"
3,"桜の木","さくらき","cherry tree","さくらのき"
3,"寄せる","よ","to bring near","よせる"
3,"一層","いっそう","much more","いっそう"
3,"平等","びょうどう","equality","びょうどう"
3,"湖","みずうみ","lake","みずうみ"
3,"原則","げんそく","principle; general rule","げんそく"
3,"力","ちから","power","ちから"
3,"設定","せってい","setting","せってい"
3,"欠席","けっせき","absence","けっせき"
3,"設立","せつりつ","establishment","せつりつ"
3,"十七","じゅうしち","seventeen","じゅうしち"
3,"従来","じゅうらい","up to now; conventional","じゅうらい"
3,"かじる","","to chew; to bite","かじる"
3,"ガラス","","glass","がらす"
3,"悪い","わる","bad","わるい"
3,"助かる","たす","to be saved; to be helpful","たすかる"
3,"制作","せいさく","production (art/film)","せいさく"
3,"嫌い","きら","dislike","きらい"
3,"売買","ばいばい","buying and selling","ばいばい"
3,"引用","いんよう","quotation","いんよう"
3,"死","し","death","し"
3,"年上","としうえ","older","としうえ"
3,"尊敬","そんけい","respect","そんけい"
3,"同意","どうい","agreement; consent","どうい"
3,"共に","とも","together","ともに"
3,"女の人","おんなひと","woman","おんなのひと"
3,"青春","せいしゅん","youth","せいしゅん"
3,"主役","しゅやく","leading role","しゅやく"
3,"いずれ","","sooner or later","いずれ"
3,"分かれる","わ","to branch; to divide","わかれる"
3,"地","ち","earth; ground","ち"
3,"弁護士","べんごし","lawyer","べんごし"
3,"飲み物","のもの","drink","のみもの"
3,"単語","たんご","vocabulary; word","たんご"
3,"順調","じゅんちょう","doing well; smooth","じゅんちょう"
3,"推進","すいしん","propulsion; promotion","すいしん"
3,"反映","はんえい","reflection","はんえい"
3,"保護","ほご","protection","ほご"
3,"軍隊","ぐんたい","army; troops","ぐんたい"
3,"やはり","","as expected","やはり"
3,"叫ぶ","さけ","to shout","さけぶ"
3,"就任","しゅうにん","inauguration","しゅうにん"
3,"測定","そくてい","measurement","そくてい"
3,"達成","たっせい","achievement","たっせい"
3,"狙う","ねら","to aim at","ねらう"
3,"何とか","なん","somehow","なんとか"
3,"歯","は","tooth","は"
3,"天然","てんねん","nature; natural","てんねん"
3,"服装","ふくそう","attire; clothes","ふくそう"
3,"下る","くだ","to go down","くだる"
3,"悲劇","ひげき","tragedy","ひげき"
3,"駅員","えきいん","station attendant","えきいん"
3,"助手","じょしゅ","assistant","じょしゅ"
3,"せんばつ","","selection","せんばつ"
3,"無視","むし","disregard; ignore","むし"
3,"高さ","たか","height","たかさ"
3,"合併","がっぺい","merger","がっぺい"
3,"片付ける","かたづ","to tidy up","かたづける"
3,"距離","きょり","distance","きょり"
3,"数","かず","number","かず"
3,"試す","ため","to attempt; to try","ためす"
3,"幅","はば","width","はば"
3,"努める","つと","to endeavor","つとめる"
3,"加わる","くわ","to join in","くわわる"
3,"中古","ちゅうこ","used; second-hand","ちゅうこ"
3,"行為","こうい","act; conduct","こうい"
3,"メール","","email; mail","めーる"
3,"絵画","かいが","painting","かいが"
3,"寄付","きふ","donation","きふ"
3,"生み出す","うだ","to create; to produce","うみだす"
3,"頃","ころ","time; about","ころ"
3,"あきらめる","","to give up","あきらめる"
3,"以内","いない","within","いない"
3,"博士","はかせ","doctor; expert","はかせ"
3,"しっかり","","firmly; steadily","しっかり"
3,"貧乏","びんぼう","poverty","びんぼう"
3,"章","しょう","chapter","しょう"
3,"エレベーター","","elevator","えれべーたー"
3,"かなう","","to come true","かなう"
3,"減らす","へ","to reduce","へらす"
3,"前提","ぜんてい","preamble; premise","ぜんてい"
3,"診断","しんだん","diagnosis","しんだん"
3,"大陸","たいりく","continent","たいりく"
3,"偉大","いだい","great","いだい"
3,"岩","いわ","rock","いわ"
3,"用途","ようと","use; utility","ようと"
3,"もう一つ","ひと","another one","もうひとつ"
3,"詳細","しょうさい","details","しょうさい"
3,"俺","おれ","I (male)","おれ"
3,"勤務","きんむ","service; duty","きんむ"
3,"覆う","おお","to cover","おおう"
3,"おいしい","","delicious","おいしい"
3,"付近","ふきん","neighbourhood","ふきん"
3,"確保","かくほ","securing","かくほ"
3,"外す","はず","to remove","はずす"
3,"親切","しんせつ","kindness","しんせつ"
3,"塔","とう","tower; pagoda","とう"
3,"帰宅","きたく","returning home","きたく"
3,"酸素","さんそ","oxygen","さんそ"
3,"過ごす","す","to pass (time)","すごす"
3,"有無","うむ","presence or absence","うむ"
3,"目立つ","めだ","to stand out","めだつ"
3,"時刻","じこく","time; instant","じこく"
3,"夏","なつ","summer","なつ"
3,"アルバム","","album","あるばむ"
3,"そんなに","","so much","そんなに"
3,"白","しろ","white","しろ"
3,"新人","しんじん","new face; rookie","しんじん"
3,"年生","ねんせい","grader; year student","ねんせい"
3,"進出","しんしゅつ","advance","しんしゅつ"
3,"辞典","じてん","dictionary","じてん"
3,"金曜","きんよう","Friday","きんよう"
3,"泣く","な","to cry","なく"
3,"経過","けいか","passage (of time); progress","けいか"
3,"確立","かくりつ","establishment","かくりつ"
3,"休憩","きゅうけい","rest; break","きゅうけい"
3,"すなわち","","that is; namely","すなわち"
3,"要望","ようぼう","demand; request","ようぼう"
3,"所得","しょとく","income","しょとく"
3,"婦人","ふじん","woman","ふじん"
3,"注射","ちゅうしゃ","injection","ちゅうしゃ"
3,"お元気で","げんき","take care","おげんきで"
3,"題名","だいめい","title","だいめい"
3,"登山","とざん","mountain climbing","とざん"
3,"枝","えだ","branch","えだ"
3,"救う","すく","to save","すくう"
3,"塗る","ぬ","to paint; to spread","ぬる"
