level,kanji,furigana,definition,kana
1,元気,げんき,healthy / energetic,げんき
1,売る,う,to sell,うる
1,見せる,み,to show,みせる
1,電車,でんしゃ,train,でんしゃ
1,毎日,まいにち,every day,まいにち
1,研究,けんきゅう,research,けんきゅう
1,呼ぶ,よ,to call,よぶ
1,左,ひだり,left,ひだり
1,地図,ちず,map,ちず
1,大きい,おお,big,おおきい
1,お父さん,とう,father (polite),おとうさん
1,送る,おく,to send,おくる
1,少ない,すく,few / scarce,すくない
1,木,き,tree,き
1,どこ,,where,どこ
1,考える,かんが,to think / to consider,かんがえる
1,社長,しゃちょう,company president,しゃちょう
1,の,,of (possessive particle),の
1,外,そと,outside,そと
1,半分,はんぶん,half,はんぶん
1,に,,to / at (particle),に
1,は,,topic marker (particle),は
1,山,やま,mountain,やま
1,工場,こうじょう,factory,こうじょう
1,集める,あつ,to collect,あつめる
1,近い,ちか,near,ちかい
1,場所,ばしょ,place,ばしょ
1,気,き,spirit / mood,き
1,女の子,おんなこ,girl,おんなのこ
1,全部,ぜんぶ,all,ぜんぶ
1,両親,りょうしん,parents,りょうしん
1,雪,ゆき,snow,ゆき
1,予定,よてい,plan / schedule,よてい
1,選ぶ,えら,to choose,えらぶ
1,文化,ぶんか,culture,ぶんか
1,外国人,がいこくじん,foreigner,がいこくじん
1,最近,さいきん,recently,さいきん
1,自由,じゆう,freedom,じゆう
1,おもちゃ,,toy,おもちゃ
1,警察,けいさつ,police,けいさつ
1,運ぶ,はこ,to carry,はこぶ
1,安全,あんぜん,safety,あんぜん
1,番組,ばんぐみ,program (TV/radio),ばんぐみ
1,例えば,たと,for example,たとえば
1,何,なに,what,なに
1,また,,again / also,また
1,聞こえる,き,to be heard,きこえる
1,母,はは,mother (humble),はは
1,今日,きょう,today,きょう
1,父,ちち,father (humble),ちち
1,台風,たいふう,typhoon,たいふう
1,きれい,,beautiful / clean,きれい
1,小説,しょうせつ,novel,しょうせつ
1,これ,,this,これ
1,空港,くうこう,airport,くうこう
1,庭,にわ,garden,にわ
1,相手,あいて,partner / opponent,あいて
1,出身,しゅっしん,place of origin,しゅっしん
1,押す,お,to push,おす
1,高い,たか,high / expensive,たかい
1,本,ほん,book,ほん
1,アメリカ,,America,あめりか
1,午前,ごぜん,morning / AM,ごぜん
1,時々,ときどき,sometimes,ときどき
1,同じ,おな,same,おなじ
1,ここ,,here,ここ
1,電気,でんき,electricity / light,でんき
1,使う,つか,to use,つかう
1,経験,けいけん,experience,けいけん
1,右,みぎ,right,みぎ
1,まだ,,yet / still,まだ
1,聞く,き,to hear / to ask,きく
1,話,はなし,story / talk,はなし
1,作家,さっか,author,さっか
1,地震,じしん,earthquake,じしん
1,重い,おも,heavy,おもい
1,病院,びょういん,hospital,びょういん
1,昔,むかし,old times,むかし
1,食べる,た,to eat,たべる
1,南,みなみ,south,みなみ
1,高校,こうこう,high school,こうこう
1,頼む,たの,to request,たのむ
1,小さい,ちい,small,ちいさい
1,音楽,おんがく,music,おんがく
1,新聞,しんぶん,newspaper,しんぶん
1,こちら,,this way,こちら
1,北,きた,north,きた
1,見る,み,to see,みる
1,種類,しゅるい,type / kind,しゅるい
1,英語,えいご,English language,えいご
1,約束,やくそく,promise,やくそく
1,雨,あめ,rain,あめ
1,どちら,,which (of two),どちら
1,思い出,おもで,memory,おもいで
1,落ちる,お,to fall,おちる
1,発表,はっぴょう,announcement,はっぴょう
1,夕方,ゆうがた,evening,ゆうがた
1,読む,よ,to read,よむ
1,絵,え,picture,え
1,歌手,かしゅ,singer,かしゅ
1,なぜ,,why,なぜ
1,休み,やす,rest / holiday,やすみ
1,でも,,but,でも
1,日記,にっき,diary,にっき
1,とても,,very,とても
1,いくら,,how much,いくら
1,違い,ちが,difference,ちがい
1,旅行,りょこう,travel,りょこう
1,お金,かね,money,おかね
1,長い,なが,long,ながい
1,受ける,う,to receive / to take (a test),うける
1,自転車,じてんしゃ,bicycle,じてんしゃ
1,新しい,あたら,new,あたらしい
1,探す,さが,to look for,さがす
1,病気,びょうき,illness,びょうき
1,冬,ふゆ,winter,ふゆ
1,入れる,い,to put in,いれる
1,趣味,しゅみ,hobby,しゅみ
1,世界,せかい,world,せかい
1,犬,いぬ,dog,いぬ
1,違う,ちが,to be different,ちがう
1,準備,じゅんび,preparation,じゅんび
1,政府,せいふ,government,せいふ
1,ページ,,page,ぺーじ
1,どれ,,which (of three+),どれ
1,中学生,ちゅうがくせい,junior high student,ちゅうがくせい
1,夫婦,ふうふ,married couple,ふうふ
1,性格,せいかく,personality,せいかく
1,旅館,りょかん,Japanese inn,りょかん
1,いくつ,,how many,いくつ
1,今年,ことし,this year,ことし
1,大切,たいせつ,important,たいせつ
1,生まれる,う,to be born,うまれる
1,手紙,てがみ,letter,てがみ
1,心配,しんぱい,worry,しんぱい
1,左右,さゆう,left and right,さゆう
1,終わる,お,to end,おわる
1,図書館,としょかん,library,としょかん
1,弟,おとうと,younger brother,おとうと
1,実は,じつ,to tell the truth,じつは
1,明日,あした,tomorrow,あした
1,楽,らく,comfort / ease,らく
1,部長,ぶちょう,department manager,ぶちょう
1,コーヒー,,coffee,こーひー
1,あの,,that (over there),あの
1,環境,かんきょう,environment,かんきょう
1,さん,,Mr./Ms.,さん
1,習慣,しゅうかん,custom / habit,しゅうかん
1,先輩,せんぱい,senior,せんぱい
1,あげる,,to give,あげる
1,着物,きもの,kimono,きもの
1,部屋,へや,room,へや
1,入学,にゅうがく,school entrance,にゅうがく
1,広告,こうこく,advertisement,こうこく
1,紙,かみ,paper,かみ
1,テレビ,,television,てれび
1,男,おとこ,man,おとこ
1,もう,,already / anymore,もう
1,問題,もんだい,problem,もんだい
1,いい,,good,いい
1,砂糖,さとう,sugar,さとう
1,虫,むし,insect,むし
1,話す,はな,to speak,はなす
1,幸せ,しあわ,happiness,しあわせ
1,知る,し,to know,しる
1,土,つち,soil / earth,つち
1,起こす,お,to wake someone / to cause,おこす
1,意味,いみ,meaning,いみ
1,学生,がくせい,student,がくせい
1,たくさん,,many / a lot,たくさん
1,写真,しゃしん,photograph,しゃしん
1,信号,しんごう,traffic light,しんごう
1,バス,,bus,ばす
1,家族,かぞく,family,かぞく
1,笑う,わら,to laugh,わらう
1,映画,えいが,movie,えいが
1,年間,ねんかん,period of a year,ねんかん
1,答える,こた,to answer,こたえる
1,公園,こうえん,park,こうえん
1,中学,ちゅうがく,junior high school,ちゅうがく
1,女,おんな,woman,おんな
1,兄,あに,older brother,あに
1,空気,くうき,air / atmosphere,くうき
1,早い,はや,early / fast,はやい
1,明るい,あか,bright,あかるい
1,歌う,うた,to sing,うたう
1,秘密,ひみつ,secret,ひみつ
1,見つける,み,to find,みつける
1,スポーツ,,sports,すぽーつ
1,ニュース,,news,にゅーす
1,町,まち,town,まち
1,首相,しゅしょう,Prime Minister,しゅしょう
1,手,て,hand,て
1,ホテル,,hotel,ほてる
1,する,,to do,する
1,クラス,,class,くらす
1,人生,じんせい,life,じんせい
1,銀行,ぎんこう,bank,ぎんこう
1,厳しい,きび,strict,きびしい
1,友人,ゆうじん,friend,ゆうじん
1,花,はな,flower,はな
1,食べ物,たもの,food,たべもの
1,動物,どうぶつ,animal,どうぶつ
1,今後,こんご,from now on,こんご
1,歩く,ある,to walk,あるく
1,彼女,かのじょ,she / girlfriend,かのじょ
1,もっと,,more,もっと
1,遠い,とお,far,とおい
1,別れる,わか,to separate / break up,わかれる
1,友達,ともだち,friend,ともだち
1,最後,さいご,last / end,さいご
1,包む,つつ,to wrap,つつむ
1,料理,りょうり,cooking / cuisine,りょうり
1,です,,is / to be,です
1,持つ,も,to hold / to have,もつ
1,今度,こんど,next time,こんど
1,そして,,and then,そして
1,雑誌,ざっし,magazine,ざっし
1,ラジオ,,radio,らじお
1,間違い,まちが,mistake,まちがい
1,上下,じょうげ,up and down,じょうげ
1,質問,しつもん,question,しつもん
1,有名,ゆうめい,famous,ゆうめい
1,来年,らいねん,next year,らいねん
1,答え,こた,answer,こたえ
1,休む,やす,to rest,やすむ
1,カラオケ,,karaoke,からおけ
1,難しい,むずか,difficult,むずかしい
1,怒る,おこ,to get angry,おこる
1,春,はる,spring,はる
1,魚,さかな,fish,さかな
1,カメラ,,camera,かめら
1,海,うみ,sea,うみ
1,犯人,はんにん,criminal,はんにん
1,大学院,だいがくいん,graduate school,だいがくいん
1,建物,たてもの,building,たてもの
1,助ける,たす,to help,たすける
1,パン,,bread,ぱん
1,少々,しょうしょう,a little,しょうしょう
1,楽しい,たの,fun,たのしい
1,書類,しょるい,document,しょるい
1,気分,きぶん,feeling / mood,きぶん
1,理想,りそう,ideal,りそう
1,盗む,ぬす,to steal,ぬすむ
1,勉強,べんきょう,study,べんきょう
1,最低,さいてい,least / worst,さいてい
1,息子,むすこ,son,むすこ
1,強い,つよ,strong,つよい
1,始める,はじ,to start (something),はじめる
1,火事,かじ,fire,かじ
1,特に,とく,especially,とくに
1,飛行機,ひこうき,airplane,ひこうき
1,番号,ばんごう,number,ばんごう
1,時代,じだい,era,じだい
1,窓,まど,window,まど
1,黒い,くろ,black,くろい
1,困る,こま,to be troubled,こまる
1,いつも,,always,いつも
1,ギター,,guitar,ぎたー
1,駅,えき,station,えき
1,借りる,か,to borrow,かりる
1,なお,,still / furthermore,なお
1,を,,object marker (particle),を
1,買い物,かもの,shopping,かいもの
1,トイレ,,toilet,といれ
1,何か,なに,something,なにか
1,誰,だれ,who,だれ
1,男子,だんし,boy / male,だんし
1,どうして,,why,どうして
1,家事,かじ,housework,かじ
1,子供,こども,child,こども
1,レストラン,,restaurant,れすとらん
1,教室,きょうしつ,classroom,きょうしつ
1,授業,じゅぎょう,class / lesson,じゅぎょう
1,長男,ちょうなん,eldest son,ちょうなん
1,兄弟,きょうだい,siblings,きょうだい
1,買う,か,to buy,かう
1,漫画,まんが,manga / comic,まんが
1,消える,き,to disappear,きえる
1,大好き,だいす,love / like very much,だいすき
1,皆さん,みな,everyone,みなさん
1,負ける,ま,to lose,まける
1,意見,いけん,opinion,いけん
1,ひどい,,terrible,ひどい
1,欲しい,ほ,to want,ほしい
1,募集,ぼしゅう,recruitment,ぼしゅう
1,もらう,,to receive,もらう
1,始まる,はじ,to begin,はじまる
1,赤ちゃん,あか,baby,あかちゃん
1,黒,くろ,black,くろ
1,特別,とくべつ,special,とくべつ
1,冷蔵庫,れいぞうこ,refrigerator,れいぞうこ
1,パソコン,,PC / computer,ぱそこん
1,映画館,えいがかん,movie theater,えいが館
1,気持ち,きも,feeling,きもち
1,文学,ぶんがく,literature,ぶんがく
1,ピアノ,,piano,ぴあの
1,試合,しあい,match / game,しあい
1,紅茶,こうちゃ,black tea,こうちゃ
1,中,なか,inside / middle,なか
1,上手,じょうず,skillful,じょうず
1,野菜,やさい,vegetable,やさい
1,先生,せんせい,teacher,せんせい
1,プール,,pool,ぷーる
1,本来,ほんらい,originally,ほんらい
1,かわいい,,cute,かわいい
1,靴,くつ,shoes,くつ
1,ソフト,,software,そふと
1,給料,きゅうりょう,salary,きゅうりょう
1,試験,しけん,exam,しけん
1,戻る,もど,to return,もどる
1,家庭,かてい,household,かてい
1,変,へん,strange,へん
1,注意,ちゅうい,caution,ちゅうい
1,アパート,,apartment,あぱーと
1,切る,き,to cut,きる
1,分かる,わ,to understand,わかる
1,一緒,いっしょ,together,いっしょ
1,声,こえ,voice,こえ
1,支店,してん,branch office,してん
1,ノート,,notebook,のーと
1,以下,いか,less than / below,いか
1,地下鉄,ちかてつ,subway,ちかてつ
1,人口,じんこう,population,じんこう
1,取る,と,to take,とる
1,ゲーム,,game,げーむ
1,年,とし,year / age,とし
1,時計,とけい,clock / watch,とけい
1,漢字,かんじ,kanji,かんじ
1,静か,しず,quiet,しずか
1,鳥,とり,bird,とり
1,生徒,せいと,pupil,せいと
1,大学生,だいがくせい,university student,だいがくせい
1,ゆっくり,,slowly,ゆっくり
1,肉,にく,meat,にく
1,車,くるま,car,くるま
1,以上,いじょう,more than,いじょう
1,着る,き,to wear,きる
1,パーティー,,party,ぱーてぃー
1,テニス,,tennis,てにす
1,運動,うんどう,exercise,うんどう
1,作品,さくひん,work of art,さくひん
1,必要,ひつよう,necessary,ひつよう
1,神社,じんじゃ,shrine,じんじゃ
1,用意,ようい,preparation,ようい
1,古い,ふる,old,ふるい
1,生活,せいかつ,life / living,せいかつ
1,毎朝,まいあさ,every morning,まいあさ
1,海外,かいがい,overseas,かいがい
1,医者,いしゃ,doctor,いしゃ
1,楽器,がっき,musical instrument,がっき
1,赤い,あか,red,あかい
1,少年,しょうねん,boy,しょうねん
1,校長,こうちょう,principal,こうちょう
1,でしょう,,probably,でしょう
1,最初,さいしょ,first / beginning,さいしょ
1,最も,もっと,most,もっとも
1,青,あお,blue,あお
1,女性,じょせい,female,じょせい
1,結婚,けっこん,marriage,けっこん
1,計画,けいかく,plan,けいかく
1,踏む,ふ,to step on,ふむ
1,家具,かぐ,furniture,かぐ
1,不足,ふそく,shortage,ふそく
1,目的,もくてき,purpose,もくてき
1,説明,せつめい,explanation,せつめい
1,昼,ひる,noon / daytime,ひる
1,間に合う,まあ,to be in time,まにあう
1,遅い,おそ,slow / late,おそい
1,晴れる,は,to clear up,はれる
1,落とす,お,to drop,おとす
1,壊す,こわ,to break,こわス
1,離れる,はな,to separate from,はなれる
1,関係,かんけい,relationship,かんけい
1,理由,りゆう,reason,りゆう
1,立つ,た,to stand,たつ
1,インターネット,,internet,いんたーねっと
1,夏休み,なつやす,summer vacation,なつやすみ
1,今,いま,now,いま
1,美術館,びじゅつかん,art museum,びじゅつかん
1,練習,れんしゅう,practice,れんしゅう
1,明らか,あき,clear / obvious,あきらか
1,文字,もじ,character / letter,もじ
1,待つ,ま,to wait,まつ
1,きっかけ,,trigger / start,きっかけ
1,利用,りよう,usage,りよう
1,変わる,か,to change,かわる
1,読書,どくしょ,reading books,どくしょ
1,別に,べつ,separately / not particularly,べつに
1,神様,かみさま,god,かみさま
1,使用,しよう,use,しよう
1,悲しい,かな,sad,かなし
1,勝つ,か,to win,かつ
1,足,あし,leg / foot,あし
1,土地,とち,land,とち
1,船,ふね,ship,ふね
1,教える,おし,to teach,おしえる
1,完全,かんぜん,perfect / complete,かんぜん
1,じゃ,,well then,じゃ
1,母親,ははおや,mother,ははおや
1,荷物,にもつ,luggage,にもつ
1,予約,よやく,reservation,よやく
1,十分,じゅうぶん,enough,じゅうぶん
1,猫,ねこ,cat,ねこ
1,ずっと,,the whole time / much more,ずっと
1,直す,なお,to fix / correct,なおす
1,恥ずかしい,は,embarrassed,はずかしい
1,日本,にほん,Japan,にほん
1,戦い,たたか,battle,たたかい
1,増える,ふ,to increase,ふえる
1,通る,とお,to pass through,とおる
1,決める,き,to decide,きめる
1,ことができる,,can do,ことができる
1,緑,みどり,green,みどり
1,少女,しょうじょ,girl,しょうじょ
1,来る,く,to come,くる
1,いろいろ,,various,いろいろ
1,下さる,くだ,to give (polite),くださる
1,会う,あ,to meet,あう
1,ビール,,beer,びーる
1,上がる,あ,to go up,あがる
1,たばこ,,tobacco,たばこ
1,始め,はじ,beginning,はじめ
1,あちら,,over there,あちら
1,いいえ,,no,いいえ
1,行く,い,to go,いく
1,ふるさと,,hometown,ふるさと
2,"東","ひがし","East","ひがし"
2,"地下","ちか","underground/basement","ちか"
2,"引っ越す","ひこ","to move (house)","ひっこす"
2,"ボール","","ball","ぼーる"
2,"プレゼント","","present/gift","ぷれぜんと"
2,"会話","かいわ","conversation","かいわ"
2,"アルバイト","","part-time job","あるばいと"
2,"運転","うんてん","driving","うんてん"
2,"会場","かいじょう","venue","かいじょう"
2,"散歩","さんぽ","walk/stroll","さんぽ"
2,"入院","にゅういん","hospitalization","にゅういん"
2,"イギリス","","UK/Britain","いぎりす"
2,"本当","ほんとう","truth/reality","ほんとう"
2,"スキー","","skiing","すきー"
2,"調べる","しら","to investigate","しらべる"
2,"大会","たいかい","convention/tournament","たいかい"
2,"友","とも","friend","とも"
2,"中学校","ちゅうがっこう","junior high school","ちゅうがっこう"
2,"壊れる","こわ","to be broken","こわれる"
2,"父親","ちちおや","father","ちちおや"
2,"コンサート","","concert","こんさーと"
2,"ドイツ","","Germany","どいつ"
2,"教会","きょうかい","church","きょうかい"
2,"作業","さぎょう","work/operation","さぎょう"
2,"教育","きょういく","education","きょういく"
2,"行動","こうどう","action/behavior","こうどう"
2,"保険","ほけん","insurance","ほけん"
2,"開始","かいし","start/commencement","かいし"
2,"急","きゅう","urgent/steep","きゅう"
2,"デパート","","department store","でぱーと"
2,"反対","はんたい","opposition","はんたい"
2,"推薦","すいせん","recommendation","すいせん"
2,"戦争","せんそう","war","せんそう"
2,"普通","ふつう","ordinary/normal","ふつう"
2,"発見","はっけん","discovery","はっけん"
2,"途中","とちゅう","on the way","とちゅう"
2,"耳","みみ","ear","みみ"
2,"これから","","from now on","これから"
2,"間違える","まちが","to make a mistake","まちがえる"
2,"立場","たちば","position/standpoint","たちば"
2,"注目","ちゅうもく","notice/attention","ちゅうもく"
2,"横","よこ","side","よこ"
2,"原因","げんいん","cause","げんいん"
2,"以前","いぜん","previously/before","いぜん"
2,"新た","あら","new/fresh","あらた"
2,"危険","きけん","danger","きけん"
2,"電子","でんし","electronic/electron","でんし"
2,"分野","ぶんや","field/realm","ぶんや"
2,"食事","しょくじ","meal","しょくじ"
2,"物語","ものがたり","story/tale","ものがたり"
2,"祖父","そふ","grandfather","そふ"
2,"場合","ばあい","case/situation","ばあい"
2,"気に入る","きい","to like/be pleased with","きにいる"
2,"貸す","か","to lend","かす"
2,"学ぶ","まな","to learn","まなぶ"
2,"ところで","","by the way","ところで"
2,"無理","むり","impossible","むり"
2,"人物","じんぶつ","person/character","じんぶつ"
2,"免許","めんきょ","license","めんきょ"
2,"税金","ぜいきん","tax","ぜいきん"
2,"シャツ","","shirt","しゃつ"
2,"子","こ","child","こ"
2,"西","にし","West","にし"
2,"向こう","む","over there/other side","むこう"
2,"悩み","なや","worry/trouble","なやみ"
2,"必ず","かなら","surely/always","かならず"
2,"日時","にちじ","date and time","にちじ"
2,"国家","こっか","state/nation","こっか"
2,"足りる","た","to be sufficient","たりる"
2,"政治","せいじ","politics","せいじ"
2,"男性","だんせい","man/male","だんせい"
2,"オーストラリア","","Australia","おーすとらりあ"
2,"スカート","","skirt","すかーと"
2,"会議","かいぎ","meeting/conference","かいぎ"
2,"覚える","おぼ","to remember/memorize","おぼえる"
2,"犯罪","はんざい","crime","はんざい"
2,"留守","るす","absence","るす"
2,"日","ひ","day/sun","ひ"
2,"歴史","れきし","history","れきし"
2,"卒業","そつぎょう","graduation","そつぎょう"
2,"前","まえ","front/before","まえ"
2,"短い","みじか","short","みじかい"
2,"自然","しぜん","nature","しぜん"
2,"指輪","ゆびわ","ring","ゆびわ"
2,"現在","げんざい","present time","げんざい"
2,"同時","どうじ","same time","どうじ"
2,"観光","かんこう","sightseeing","かんこう"
2,"紹介","しょうかい","introduction","しょうかい"
2,"比べる","くら","to compare","くらべる"
2,"経済","けいざい","economy","けいざい"
2,"大事","だいじ","important","だいじ"
2,"実際","じっさい","reality/actual","じっさい"
2,"部分","ぶぶん","part/section","ぶぶん"
2,"文句","もんく","complaint","もんく"
2,"倒れる","たお","to fall down/collapse","たおれる"
2,"無料","むりょう","free of charge","むりょう"
2,"クリスマス","","Christmas","くりすます"
2,"文章","ぶんしょう","sentence/text","ぶんしょう"
2,"連絡","れんらく","contact/connection","れんらく"
2,"夢","ゆめ","dream","ゆめ"
2,"半","はん","half","はん"
2,"シャワー","","shower","しゃわー"
2,"大半","たいはん","majority","たいはん"
2,"科学","かがく","science","かがく"
2,"牛乳","ぎゅうにゅう","milk","ぎゅうにゅう"
2,"女子","じょし","woman/girl","じょし"
2,"長女","ちょうじょ","eldest daughter","ちょうじょ"
2,"選手","せんしゅ","player/athlete","せんしゅ"
2,"簡単","かんたん","simple/easy","かんたん"
2,"方法","ほうほう","method","ほうほう"
2,"市民","しみん","citizen","しみん"
2,"技術","ぎじゅつ","technology/skill","ぎじゅつ"
2,"釣り","つ","fishing","つり"
2,"火","ひ","fire","ひ"
2,"美しい","うつく","beautiful","うつくしい"
2,"期間","きかん","period/term","きかん"
2,"軽い","かる","light (weight)","かるい"
2,"発行","はっこう","issue/publication","はっこう"
2,"法律","ほうりつ","law","ほうりつ"
2,"事故","じこ","accident","じこ"
2,"当時","とうじ","at that time","とうじ"
2,"低い","ひく","low","ひくい"
2,"仕方","しかた","way/method","しかた"
2,"外出","がいしゅつ","going out","がいしゅつ"
2,"失敗","しっぱい","failure","しっぱい"
2,"情報","じょうほう","information","じょうほう"
2,"国語","こくご","national language (Japanese)","こくご"
2,"週","しゅう","week","しゅう"
2,"以来","いらい","since","いらい"
2,"道路","どうろ","road","どうろ"
2,"キャンプ","","camping","きゃんぷ"
2,"下り","くだ","down-train/descent","くだり"
2,"出発","しゅっぱつ","departure","しゅっぱつ"
2,"お茶","ちゃ","tea","おちゃ"
2,"内容","ないよう","content","ないよう"
2,"確認","かくにん","confirmation","かくにん"
2,"誘う","さそ","to invite","さそう"
2,"眼鏡","めがね","glasses","めがね"
2,"重要","じゅうよう","important","じゅうよう"
2,"朝","あさ","morning","あさ"
2,"りんご","","apple","りんご"
2,"今日中に","きょうじゅう","by the end of today","きょうじゅうに"
2,"有名人","ゆうめいじん","celebrity","ゆうめいじん"
2,"お金持ち","かねも","rich person","おかねもち"
2,"パンダ","","panda","ぱんだ"
2,"海外旅行","かいがいりょこう","overseas travel","かいがいりょこう"
2,"実際に","じっさい","actually","じっさいに"
2,"パンツ","","underwear/pants","ぱんつ"
2,"ではありません","","is not (polite)","ではありません"
2,"越える","こ","to cross/exceed","こえる"
2,"事件","じけん","incident/case","じけん"
2,"ケーキ","","cake","けーき"
2,"起こる","お","to happen/occur","おこる"
2,"参加","さんか","participation","さんか"
2,"暗い","くら","dark","くらい"
2,"可能","かのう","possible","かのう"
2,"昼間","ひるま","daytime","ひるま"
2,"決まる","き","to be decided","きまる"
2,"商品","しょうひん","product","しょうひん"
2,"方向","ほうこう","direction","ほうこう"
2,"合う","あ","to fit/match","あう"
2,"料金","りょうきん","fee/charge","りょうきん"
2,"妹","いもうと","younger sister","いもうと"
2,"ものの","","although","ものの"
2,"部下","ぶか","subordinate","ぶか"
2,"人気","にんき","popularity","にんき"
2,"時期","じき","time/period","じき"
2,"自身","じしん","oneself","じしん"
2,"位置","いち","position/location","いち"
2,"泥棒","どろぼう","thief","どろぼう"
2,"後輩","こうはい","junior (at work/school)","こうはい"
2,"村","むら","village","むら"
2,"機会","きかい","opportunity","きかい"
2,"過去","かこ","past","かこ"
2,"が","","but/subject marker","が"
2,"選挙","せんきょ","election","せんきょ"
2,"触る","さわ","to touch","さわる"
2,"不安","ふあん","anxiety/unease","ふあん"
2,"起きる","お","to get up/wake up","おきる"
2,"のに","","although/in order to","のに"
2,"将来","しょうらい","future","しょうらい"
2,"残す","のこ","to leave behind","のこす"
2,"程度","ていど","degree/extent","ていど"
2,"発音","はつおん","pronunciation","はつおん"
2,"教科書","きょうかしょ","textbook","きょうかしょ"
2,"机","つくえ","desk","つくえ"
2,"楽しみ","たの","enjoyment/fun","たのしみ"
2,"集中","しゅうちゅう","concentration","しゅうちゅう"
2,"マンション","","apartment/mansion","まんしょん"
2,"住所","じゅうしょ","address","じゅうしょ"
2,"読み","よ","reading","よみ"
2,"乗る","の","to ride","のる"
2,"機能","きのう","function","きのう"
2,"見学","けんがく","tour/inspection","けんがく"
2,"一体","いったい","what on earth/unity","いったい"
2,"座る","すわ","to sit","すわる"
2,"今回","こんかい","this time","こんかい"
2,"絶対に","ぜったい","absolutely","ぜったいに"
2,"便利","べんり","convenient","べんり"
2,"青い","あお","blue","あおい"
2,"箱","はこ","box","はこ"
2,"通う","かよ","to commute","かよう"
2,"名","な","name","な"
2,"食品","しょくひん","food products","しょくひん"
2,"出かける","で","to go out","でかける"
2,"地球","ちきゅう","Earth","ちきゅう"
2,"地域","ちいき","region","ちいき"
2,"決定","けってい","decision","けってい"
2,"全体","ぜんたい","whole/entire","ぜんたい"
2,"おかしい","","strange/funny","おかしい"
2,"代表","だいひょう","representative","だいひょう"
2,"時","とき","time/when","とき"
2,"つまり","","in short","つまり"
2,"判断","はんだん","judgment","はんだん"
2,"茶","ちゃ","tea","ちゃ"
2,"全国","ぜんこく","nationwide","ぜんこく"
2,"非常","ひじょう","emergency","ひじょう"
2,"二日","ふつか","two days/2nd day","ふつか"
2,"確か","たし","certain/sure","たしか"
2,"身長","しんちょう","height","しんちょう"
2,"森","もり","forest","もり"
2,"三日","みっか","three days/3rd day","みっか"
2,"拾う","ひろ","to pick up","ひろう"
2,"天","てん","sky/heaven","てん"
2,"相談","そうだん","consultation","そうだん"
2,"中止","ちゅうし","cancellation","ちゅうし"
2,"学習","がくしゅう","learning","がくしゅう"
2,"ので","","because","ので"
2,"自分自身","じぶんじしん","oneself","じぶんじしん"
2,"続ける","つづ","to continue","つづける"
2,"ガソリン","","gasoline","がそりん"
2,"間","あいだ","interval/between","あいだ"
2,"直接","ちょくせつ","direct","ちょくせつ"
