level,kanji,furigana,definition,kana
4,"折","おり","chance; time","おり"
4,"天体","てんたい","heavenly body","てんたい"
4,"紳士","しんし","gentleman","しんし"
4,"お正月","しょうがつ","New Year","おしょうがつ"
4,"柔軟","じゅうなん","flexible","じゅうなん"
4,"刑","けい","penalty; sentence","けい"
4,"煮る","に","to boil; to simmer","にる"
4,"実感","じっかん","realization; real feeling","じっかん"
4,"訴訟","そしょう","litigation; lawsuit","そしょう"
4,"世帯","せたい","household","せたい"
4,"好調","こうちょう","favorable; promising","こうちょう"
4,"全集","ぜんしゅう","complete works","ぜんしゅう"
4,"命じる","めい","to order; to command","めいじる"
4,"袋","ふくろ","bag; sack","ふくろ"
4,"何も","なに","nothing","なにも"
4,"ほぼ",,"almost; roughly","ほぼ"
4,"割引券","わりびきけん","discount ticket","わりびきけん"
4,"漬ける","つ","to soak; to pickle","つける"
4,"騒ぎ","さわ","uproar; disturbance","さわぎ"
4,"書籍","しょせき","book; publication","しょせき"
4,"寮","りょう","hostel; dormitory","りょう"
4,"水素","すいそ","hydrogen","すいそ"
4,"正解","せいかい","correct answer","せいかい"
4,"直通","ちょくつう","direct communication","ちょくつう"
4,"原作","げんさく","original work","げんさく"
4,"そもそも",,"in the first place","そもそも"
4,"真相","しんそう","truth; real situation","しんそう"
4,"合成","ごうせい","composition; synthesis","ごうせい"
4,"手帳","てちょう","notebook","てちょう"
4,"理事","りじ","director; board member","りじ"
4,"対抗","たいこう","opposition; antagonism","たいこう"
4,"円高","えんだか","strong yen","えんだか"
4,"効力","こうりょく","effect; validity","こうりょく"
4,"キロ",,"kilo","キロ"
4,"実践","じっせん","practice; putting into practice","じっせん"
4,"進める","すす","to advance; to promote","すすめる"
4,"ベスト",,"best","ベスト"
4,"調節","ちょうせつ","regulation; adjustment","ちょうせつ"
4,"画像","がぞう","image; picture","がぞう"
4,"国産","こくさん","domestic product","こくさん"
4,"持ち上げる","もあ","to lift; to raise","もちあげる"
4,"同居","どうきょ","living together","どうきょ"
4,"研究所","けんきゅうしょ","research institute","けんきゅうしょ"
4,"行使","こうし","use; exercise","こうし"
4,"注ぐ","そそ","to pour","そそぐ"
4,"狙い","ねら","aim","ねらい"
4,"賞金","しょうきん","prize money","しょうきん"
4,"出力","しゅつりょく","output","しゅつりょく"
4,"転勤","てんきん","job transfer","てんきん"
4,"今まで","いま","until now","いままで"
4,"保守","ほしゅ","maintenance; conservative","ほしゅ"
4,"雨天","うてん","rainy weather","うてん"
4,"見込み","みこ","hope; prospect","みこみ"
4,"方々","かたがた","people","かたがた"
4,"衣服","いふく","clothes","いふく"
4,"って",,"named; called","って"
4,"主人","しゅじん","master; husband","しゅじん"
4,"先祖","せんぞ","ancestor","せんぞ"
4,"バッグ",,"bag","バッグ"
4,"本書","ほんしょ","this book","ほんしょ"
4,"旅客","りょかく","passenger; traveler","りょかく"
4,"物資","ぶっし","goods; materials","ぶっし"
4,"寺院","じいん","temple","じいん"
4,"追放","ついほう","exile; banishment","ついほう"
4,"本屋","ほんや","bookstore","ほんや"
4,"薬局","やっきょく","pharmacy","やっきょく"
4,"原稿","げんこう","manuscript","げんこう"
4,"航空券","こうくうけん","airline ticket","こうくうけん"
4,"びっくり",,"be surprised","びっくり"
4,"動力","どうりょく","power; motive power","どうりょく"
4,"生涯","しょうがい","one's lifetime","しょうがい"
4,"どなた",,"who (polite)","どなた"
4,"動員","どういん","mobilization","どういん"
4,"効く","き","to be effective","きく"
4,"仕様","しよう","specification; method","しよう"
4,"ペット",,"pet","ペット"
4,"経歴","けいれき","personal history; career","けいれき"
4,"左側","ひだりがわ","left side","ひだりがわ"
4,"リズム",,"rhythm","リズム"
4,"後期","こうき","latter period","こうき"
4,"御","ご","honorific prefix","ご"
4,"迎える","むか","to welcome; to meet","むかえる"
4,"虎","とら","tiger","とら"
4,"看護","かんご","nursing","かんご"
4,"孤独","こどく","isolation; loneliness","こどく"
4,"よろしく",,"well; regard","よろしく"
4,"学歴","がくれき","academic background","がくれき"
4,"資本主義","しほんしゅぎ","capitalism","しほんしゅぎ"
4,"ショック",,"shock","ショック"
4,"地面","じめん","ground; earth's surface","じめん"
4,"天才","てんさい","genius","てんさい"
4,"十九","じゅうきゅう","nineteen","じゅうきゅう"
4,"気圧","きあつ","atmospheric pressure","きあつ"
4,"親しむ","した","to be intimate with","したしむ"
4,"節約","せつやく","saving","せつやく"
4,"天気予報","てんきよほう","weather forecast","てんきよほう"
4,"間接","かんせつ","indirection","かんせつ"
4,"右側","みぎがわ","right side","みぎがわ"
4,"動機","どうき","motive","どうき"
4,"両者","りょうしゃ","pair; both persons","りょうしゃ"
4,"ね",,"isn't it?","ね"
4,"中日","ちゅうにち","middle day; Sino-Japanese","ちゅうにち"
4,"家内","かない","(my) wife","かない"
4,"商社","しょうしゃ","trading company","しょうしゃ"
4,"侵入","しんにゅう","penetration; invasion","しんにゅう"
4,"権威","けんい","authority","けんい"
4,"いたずら",,"mischief","いたずら"
4,"弱点","じゃくてん","weak point","じゃくてん"
4,"行い","おこな","deed; conduct","おこない"
4,"泊まる","と","to stay at","とまる"
4,"悪口","わるくち","abuse; slander","わるくち"
4,"噴火","ふんか","eruption","ふんか"
4,"他方","たほう","another side","たほう"
4,"用紙","ようし","blank form","ようし"
4,"通り","どお","street; road","とおり"
4,"役人","やくにん","government official","やくにん"
4,"泥","どろ","mud","どろ"
4,"調和","ちょうわ","harmony","ちょうわ"
4,"株","かぶ","stock; share","かぶ"
4,"創立","そうりつ","establishment; founding","そうりつ"
4,"感心","かんしん","admiration","かんしん"
4,"沖","おき","open sea","おき"
4,"弟子","でし","pupil; disciple","でし"
4,"起源","きげん","origin","きげん"
4,"更新","こうしん","renewal; update","こうしん"
4,"気象","きしょう","weather","きしょう"
4,"満ちる","み","to be full","みちる"
4,"野外","やがい","outdoors","やがい"
4,"組長","くみちょう","boss; foreman","くみちょう"
4,"それとも",,"or; or else","それとも"
4,"刻む","きざ","to mince; to carve","きざむ"
4,"素人","しろうと","amateur","しろうと"
4,"自ら","みずか","oneself","みずから"
4,"鑑賞","かんしょう","appreciation","かんしょう"
4,"自立","じりつ","independence","じりつ"
4,"過ぎる","す","to pass; to exceed","すぎる"
4,"踏切","ふみきり","railroad crossing","ふみきり"
4,"間隔","かんかく","space; interval","かんかく"
4,"害","がい","injury; harm","がい"
4,"大地","だいち","ground; earth","だいち"
4,"不在","ふざい","absence","ふざい"
4,"正面","しょうめん","front","しょうめん"
4,"研修","けんしゅう","training","けんしゅう"
4,"筋肉","きんにく","muscle","きんにく"
4,"調べ","しら","investigation; tune","しらべ"
4,"欄","らん","column of text","らん"
4,"唇","くちびる","lips","くちびる"
4,"確信","かくしん","conviction; confidence","かくしん"
4,"割引","わりびき","discount","わりびき"
4,"秘書","ひしょ","secretary","ひしょ"
4,"固める","かた","to harden","かためる"
4,"公認","こうにん","official recognition","こうにん"
4,"水産","すいさん","marine products","すいさん"
4,"敗戦","はいせん","defeat; lost battle","はいせん"
4,"武装","ぶそう","arms; armament","ぶそう"
4,"除く","のぞ","to remove; to exclude","のぞく"
4,"アニメ",,"anime","アニメ"
4,"爪","つめ","fingernail; claw","つめ"
4,"文芸","ぶんげい","literature; art","ぶんげい"
4,"売れる","う","to sell (well)","うれる"
4,"脱出","だっしゅつ","escape","だっしゅつ"
4,"並み","な","average; medium","なみ"
4,"承知","しょうち","consent; acceptance","しょうち"
4,"癖","くせ","habit","くせ"
4,"解消","かいしょう","cancellation; liquidation","かいしょう"
4,"赤道","せきどう","equator","せきどう"
4,"人質","ひとじち","hostage","ひとじち"
4,"私鉄","してつ","private railway","してつ"
4,"対決","たいけつ","confrontation","たいけつ"
4,"ズボン",,"trousers","ズボン"
4,"抑制","よくせい","control; restraint","よくせい"
4,"雷","かみなり","thunder","かみなり"
4,"コップ",,"glass; cup","コップ"
4,"近年","きんねん","recent years","きんねん"
4,"布","ぬの","cloth","ぬの"
4,"闇","やみ","darkness","やみ"
4,"追い込む","おこ","to corner; to drive","おいこむ"
4,"欲望","よくぼう","desire; lust","よくぼう"
4,"羽","わ","counter for birds","わ"
4,"出世","しゅっせ","success in life","しゅっせ"
4,"組み込む","くこ","to insert; to include","くみこむ"
4,"英雄","えいゆう","hero","えいゆう"
4,"ドイツ語","ご","German language","ドイツご"
4,"迷子","まいご","lost child","まいご"
4,"制約","せいやく","limitation; restriction","せいやく"
4,"居住","きょじゅう","residence","きょじゅう"
4,"勘違い","かんちが","misunderstanding","かんちがい"
4,"実家","じっか","(one's parents') home","じっか"
4,"根","ね","root","ね"
4,"無口","むくち","taciturnity","むくち"
4,"創造","そうぞう","creation","そうぞう"
4,"自覚","じかく","self-consciousness","じかく"
4,"克服","こくふく","conquest; overcoming","こくふく"
4,"正当","せいとう","just; justifiable","せいとう"
4,"傍ら","かたわ","beside; nearby","かたわら"
4,"職務","しょくむ","professional duties","しょくむ"
4,"マラソン",,"marathon","マラソン"
4,"いつまでも",,"forever","いつまでも"
4,"アフリカ",,"Africa","アフリカ"
4,"ご存じ","ぞん","knowing","ごぞんじ"
4,"高原","こうげん","tableland; plateau","こうげん"
4,"情勢","じょうせい","state of things","じょうせい"
4,"冷凍","れいとう","freezing","れいとう"
4,"訳","わけ","reason; cause","わけ"
4,"並べる","なら","to line up","ならべる"
4,"決算","けっさん","settlement of accounts","けっさん"
4,"勝手","かって","selfishness; kitchen","かって"
4,"収まる","おさ","to fit; to be settled","おさまる"
4,"回路","かいろ","circuit","かいろ"
4,"診察","しんさつ","medical examination","しんさつ"
4,"排除","はいじょ","exclusion; removal","はいじょ"
4,"中東","ちゅうとう","Middle East","ちゅうとう"
4,"沈む","しず","to sink","しずむ"
4,"合図","あいず","sign; signal","あいず"
4,"すぎ",,"too much","すぎ"
4,"州","しゅう","state; province","しゅう"
4,"器具","きぐ","utensil","きぐ"
4,"みる",,"to try","みる"
4,"加速","かそく","acceleration","かそく"
4,"分","ぶん","part; segment","ぶん"
4,"劣る","おと","to be inferior to","おとる"
4,"戦前","せんぜん","pre-war","せんぜん"
4,"冒頭","ぼうとう","beginning; opening","ぼうとう"
4,"なし",,"without","なし"
4,"セーター",,"sweater","セーター"
4,"悲しみ","かな","sadness","かなしみ"
4,"評論","ひょうろん","criticism; review","ひょうろん"
4,"時差","じさ","time difference","じさ"
4,"幼い","おさな","very young; childish","おさない"
4,"善","ぜん","goodness; virtue","ぜん"
4,"城","しろ","castle","しろ"
4,"アジア",,"Asia","アジア"
4,"頻繁","ひんぱん","frequent","ひんぱん"
4,"究極","きゅうきょく","ultimate","きゅうきょく"
4,"交差点","こうさてん","intersection","こうさてん"
4,"失望","しつぼう","disappointment","しつぼう"
4,"爆弾","ばくだん","bomb","ばくだん"
4,"戦闘","せんとう","battle","せんとう"
4,"疑い","うたが","doubt; suspicion","うたがい"
4,"こう",,"like this; this way","こう"
4,"膨大","ぼうだい","enormous; vast","ぼうだい"
4,"衣食住","いしょくじゅう","necessities of life","いしょくじゅう"
4,"興奮","こうふん","excitement","こうふん"
4,"伴う","ともな","to accompany","ともなう"
4,"交わす","か","to exchange","かわす"
4,"紛争","ふんそう","dispute; conflict","ふんそう"
4,"苦い","にが","bitter","にがい"
4,"次ぐ","つ","to rank next to","つぐ"
4,"死去","しきょ","death","しきょ"
4,"差し上げる","さあ","to give (polite)","さしあげる"
4,"そうです",,"that is so","そうです"
4,"強烈","きょうれつ","strong; intense","きょうれつ"
4,"小山","こやま","small mountain; hill","こやま"
4,"上旬","じょうじゅん","first third of a month","じょうじゅん"
4,"ピン",,"pin","ピン"
4,"近郊","きんこう","suburbs","きんこう"
4,"他","ほか","other","ほか"
4,"着せる","き","to dress (someone)","きせる"
4,"緩和","かんわ","relief; mitigation","かんわ"
4,"陽","よう","sunshine; yang principle","よう"
4,"求める","もと","to seek; to request","もとめる"
4,"事項","じこう","matter; item","じこう"
4,"執筆","しっぴつ","writing","しっぴつ"
4,"レンズ",,"lens","レンズ"
4,"頭痛","ずつう","headache","ずつう"
4,"人権","じんけん","human rights","じんけん"
4,"消しゴム","け","eraser","けしゴム"
4,"きつい",,"tight; tough","きつい"
4,"軍","ぐん","army; force","ぐん"
4,"預かる","あず","to keep (in custody)","あずかる"
4,"たった",,"only; merely","たった"
4,"決議","けつぎ","resolution; vote","けつぎ"
4,"だいきらい",,"hate","だいきらい"
4,"連邦","れんぽう","commonwealth; federation","れんぽう"
4,"わがまま",,"selfishness","わがまま"
4,"ちゃん",,"suffix for familiar person","ちゃん"
4,"配布","はいふ","distribution","はいふ"
4,"水着","みずぎ","swimsuit","みずぎ"
4,"幅広い","はばひろ","extensive; broad","はばひろい"
4,"無効","むこう","invalid","むこう"
4,"外れる","はず","to be disconnected; to be out","はずれる"
4,"あり",,"ant; existing","あり"
4,"受け取る","うと","to receive","うけとる"
4,"手法","しゅほう","technique","しゅほう"
4,"祝う","いわ","to celebrate","いわう"
4,"鉄","てつ","iron","てつ"
4,"おかげ",,"thanks to","おかげ"
4,"中毒","ちゅうどく","poisoning; addiction","ちゅうどく"
4,"西洋人","せいようじん","Westerner","せいようじん"
4,"なす",,"to accomplish; to do","なす"
4,"庁","ちょう","government office","ちょう"
4,"ベンチ",,"bench","ベンチ"
4,"一昨日","おととい","day before yesterday","おととい"
4,"時速","じそく","speed per hour","じそく"
4,"進路","しんろ","route; course","しんろ"
4,"蓋","ふた","cover; lid","ふた"
4,"小売","こうり","retail","こうり"
4,"端","はし","end; edge","はし"
4,"為","ため","sake; purpose","ため"
4,"間違う","まちが","to make a mistake","まちがう"
4,"五分","ごぶ","50%; half","ごぶ"
4,"繁栄","はんえい","prosperity","はんえい"
4,"室内","しつない","indoor","しつない"
4,"枚数","まいすう","number of sheets","まいすう"
4,"突破","とっぱ","breaking through","とっぱ"
4,"呼び出す","よだ","to summon; to call out","よびだす"
4,"元首","げんしゅ","ruler; sovereign","げんしゅ"
4,"大通り","おおどお","main street","おおどおり"
4,"中断","ちゅうだん","interruption; suspension","ちゅうだん"
4,"増す","ま","to increase","ます"
4,"官庁","かんちょう","government office","かんちょう"
4,"制覇","せいは","conquest; domination","せいは"
4,"峰","みね","peak; ridge","みね"
4,"ハイキング",,"hiking","ハイキング"
4,"警戒","けいかい","vigilance; caution","けいかい"
4,"誰か","だれ","someone","だれか"
4,"居間","いま","living room","いま"
4,"植える","う","to plant","うえる"
4,"摩擦","まさつ","friction","まさつ"
4,"この頃","ごろ","recently; lately","このごろ"
4,"終電","しゅうでん","last train","しゅうでん"
4,"南アフリカ","みなみ","South Africa","みなみアフリカ"
