level,kanji,furigana,definition,kana
5,"クリーム","","cream","クリーム"
5,"君","きみ","you","きみ"
5,"戦","いくさ","war/battle","いくさ"
5,"オープン","","open","オープン"
5,"紐","ひも","string/cord","ひも"
5,"オーケストラ","","orchestra","オーケストラ"
5,"コンクール","","contest","コンクール"
5,"見違える","みちが","to mistake for/look completely different","みちがえる"
5,"スマート","","smart/stylish","スマート"
5,"意地","いじ","stubbornness/willpower","いじ"
5,"先ほど","さき","a while ago","さきほど"
5,"文体","ぶんたい","literary style","ぶんたい"
5,"盛る","も","to serve/heap up","もる"
5,"親善","しんぜん","friendship/goodwill","しんぜん"
5,"ドラマ","","drama","ドラマ"
5,"連日","れんじつ","every day/prolonged","れんじつ"
5,"市町村","しちょうそん","municipalities","しちょうそん"
5,"出港","しゅっこう","departure from port","しゅっこう"
5,"民謡","みんよう","folk song","みんよう"
5,"どちらも","","both","どちらも"
5,"タイトル","","title","タイトル"
5,"下書き","したが","draft/rough copy","したがき"
5,"血統","けっとう","bloodline/pedigree","けっとう"
5,"はい","","yes","はい"
5,"取締役","とりしまりやく","director (of a company)","とりしまりやく"
5,"ロック","","rock (music)/lock","ロック"
5,"派出所","はしゅつじょ","police box","はしゅつじょ"
5,"南米","なんべい","South America","なんべい"
5,"主力","しゅりょく","main force","しゅりょく"
5,"日用品","にちようひん","daily necessities","にちようひん"
5,"下","しも","lower part/downstream","しも"
5,"陸軍","りくぐん","army","りくぐん"
5,"分","ぶ","part/segment","ぶ"
5,"物騒","ぶっそう","dangerous/unsettled","ぶっそう"
5,"らしい","","seems like","らしい"
5,"聴講","ちょうこう","auditing (a course)","ちょうこう"
5,"熱狂","ねっきょう","enthusiasm/frenzy","ねっきょう"
5,"皇室","こうしつ","Imperial Household","こうしつ"
5,"輪","りん","wheel/circle","りん"
5,"チェンジ","","change","チェンジ"
5,"出荷","しゅっか","shipping","しゅっか"
5,"遮る","さえぎ","to intercept/interrupt","さえぎる"
5,"佳作","かさく","fine work","かさく"
5,"さっぱり","","refreshing/not at all","さっぱり"
5,"宰相","さいしょう","prime minister","さいしょう"
5,"享受","きょうじゅ","enjoyment/receipt","きょうじゅ"
5,"除外","じょがい","exception/exclusion","じょがい"
5,"やけど","","burn/scald","やけど"
5,"聖人","せいじん","saint","せいじん"
5,"スライド","","slide","スライド"
5,"競艇","きょうてい","boat racing","きょうてい"
5,"暴動","ぼうどう","riot","ぼうどう"
5,"最新","さいしん","newest/latest","さいしん"
5,"収拾","しゅうしゅう","settlement/control","しゅうしゅう"
5,"コントロール","","control","コントロール"
5,"狂言","きょうげん","Kyogen (play)","きょうげん"
5,"独創","どくそう","originality","どくそう"
5,"先発","せんぱつ","starting lineup/going ahead","せんぱつ"
5,"積極","せっきょく","positive/aggressive","せっきょく"
5,"視察","しさつ","inspection","しさつ"
5,"戦力","せんりょく","war potential","せんりょく"
5,"戦術","せんじゅつ","tactics","せんじゅつ"
5,"人情","にんじょう","humanity/empathy","にんじょう"
5,"跳躍","ちょうやく","leap/jump","ちょうやく"
5,"パス","","pass","パス"
5,"単独","たんどく","sole/independent","たんどく"
5,"くっきり","","distinctly/clearly","くっきり"
5,"受賞","じゅしょう","winning a prize","じゅしょう"
5,"結核","けっかく","tuberculosis","けっかく"
5,"尾","お","tail","お"
5,"清算","せいさん","liquidation/settlement","せいさん"
5,"毎回","まいかい","every time","まいかい"
5,"成年","せいねん","majority/adult age","せいねん"
5,"公用","こうよう","official business","こうよう"
5,"盾","たて","shield","たて"
5,"命中","めいちゅう","direct hit","めいちゅう"
5,"説","せつ","theory","せつ"
5,"開幕","かいまく","opening (of event)","かいまく"
5,"調印","ちょういん","signature/signing","ちょういん"
5,"出動","しゅつどう","sailing/marching out","しゅつどう"
5,"明記","めいき","specification","めいき"
5,"うんざり","","tedious/boring","うんざり"
5,"開業","かいぎょう","opening of business","かいぎょう"
5,"運搬","うんぱん","transport","うんぱん"
5,"換算","かんさん","conversion","かんさん"
5,"方角","ほうがく","direction","ほうがく"
5,"苦しめる","くる","to torment","くるしめる"
5,"共存","きょうぞん","coexistence","きょうぞん"
5,"正門","せいもん","main gate","せいもん"
5,"斬る","き","to kill (with blade)","きる"
5,"サイト","","site","サイト"
5,"上流","じょうりゅう","upstream","じょうりゅう"
5,"沿線","えんせん","along the line (train)","えんせん"
5,"子女","しじょ","children","しじょ"
5,"融資","ゆうし","financing/loan","ゆうし"
5,"戦略","せんりゃく","strategy","せんりゃく"
5,"配給","はいきゅう","distribution/rationing","はいきゅう"
5,"有機","ゆうき","organic","ゆうき"
5,"民俗","みんぞく","folklore/folk customs","みんぞく"
5,"兵隊","へいたい","soldier","へいたい"
5,"構築","こうちく","construction/architecture","こうちく"
5,"ダウン","","down","ダウン"
5,"名義","めいぎ","name/moral justification","めいぎ"
5,"株式会社","かぶしきがいしゃ","public company/Co. Ltd.","かぶしきがいしゃ"
5,"両立","りょうりつ","compatibility/coexistence","りょうりつ"
5,"苦しみ","くる","suffering","くるしみ"
5,"満員","まんいん","full (of people)","まんいん"
5,"ドル","","dollar","ドル"
5,"擁護","ようご","protection/advocacy","ようご"
5,"特産","とくさん","specialty product","とくさん"
5,"カット","","cut","カット"
5,"外れ","はず","miss/failure","はずれ"
5,"関する","かん","to concern/be related","かんする"
5,"スピーカー","","speaker","スピーカー"
5,"終戦","しゅうせん","end of war","しゅうせん"
5,"途上","とじょう","en route/developing","とじょう"
5,"選定","せんてい","selection","せんてい"
5,"桜花","おうか","cherry blossoms","おうか"
5,"平方","へいほう","square (number)","へいほう"
5,"公団","こうだん","public corporation","こうだん"
5,"各地","かくち","various places","かくち"
5,"挿入","そうにゅう","insertion","そうにゅう"
5,"培養","ばいよう","culture/cultivation","ばいよう"
5,"清潔","せいけつ","cleanliness","せいけつ"
5,"幼虫","ようちゅう","larva","ようちゅう"
5,"西南","せいなん","southwest","せいなん"
5,"降雨","こうう","rainfall","こうう"
5,"トレーナー","","trainer/sweatshirt","トレーナー"
5,"キャンパス","","campus","キャンパス"
5,"共産","きょうさん","communism","きょうさん"
5,"各自","かくじ","each person","かくじ"
5,"態勢","たいせい","attitude/preparedness","たいせい"
5,"推理","すいり","reasoning/inference","すいり"
5,"交差","こうさ","crossing/intersection","こうさ"
5,"出勤","しゅっきん","going to work","しゅっきん"
5,"魚屋","さかなや","fishmonger","さかなや"
5,"在日","ざいにち","resident in Japan","ざいにち"
5,"連想","れんそう","association (of ideas)","れんそう"
5,"支局","しきょく","branch office","しきょく"
5,"変遷","へんせん","change/transition","へんせん"
5,"主導","しゅどう","leadership","しゅどう"
5,"転じる","てん","to turn/shift","てんじる"
5,"先代","せんだい","predecessor","せんだい"
5,"灯台","とうだい","lighthouse","とうだい"
5,"耳鼻科","じびか","otolaryngology (ENT)","じびか"
5,"シャッター","","shutter","シャッター"
5,"一円","いちえん","whole area/one yen","いちえん"
5,"人出","ひとで","crowd/turnout","ひとで"
5,"疲れる","つか","to get tired","つかれる"
5,"等級","とうきゅう","grade/class","とうきゅう"
5,"メンバー","","member","メンバー"
5,"必然","ひつぜん","inevitable","ひつぜん"
5,"厚生","こうせい","welfare","こうせい"
5,"見直し","みなお","review/reconsideration","みなおし"
5,"人前","ひとまえ","public/in front of people","ひとまえ"
5,"主流","しゅりゅう","mainstream","しゅりゅう"
5,"主として","しゅ","mainly","しゅとして"
5,"誠実","せいじつ","sincere/honest","せいじつ"
5,"返る","かえ","to return","かえる"
5,"高","たか","quantity/amount","たか"
5,"公社","こうしゃ","public corporation","こうしゃ"
5,"様相","ようそう","aspect/phase","ようそう"
5,"目録","もくろく","catalog/inventory","もくろく"
5,"台本","だいほん","script","だいほん"
5,"船長","せんちょう","captain","せんちょう"
5,"死後","しご","posthumous","しご"
5,"観念","かんねん","idea/concept","かんねん"
5,"特性","とくせい","characteristic","とくせい"
5,"昔話","むかしばなし","folklore/old story","むかしばなし"
5,"福岡","ふくおか","Fukuoka","ふくおか"
5,"お箸","はし","chopsticks","おはし"
5,"時間目","じかんめ","period (school)","じかんめ"
5,"福耳","ふくみみ","large earlobes (lucky)","ふくみみ"
5,"次に","つぎ","next","つぎに"
5,"雨が降る","あめふ","to rain","あめがふる"
5,"学習法","がくしゅうほう","study method","がくしゅうほう"
5,"新作","しんさく","new work","しんさく"
5,"要塞","ようさい","fortress","ようさい"
5,"兄さん","にい","older brother","にいさん"
5,"邦楽","ほうがく","Japanese music","ほうがく"
5,"係員","かかりいん","clerk/charge person","かかりいん"
5,"撤回","てっかい","withdrawal/revocation","てっかい"
5,"植民地","しょくみんち","colony","しょくみんち"
5,"破片","はへん","fragment","はへん"
5,"厳密","げんみつ","strict/precise","げんみつ"
5,"眉","まゆ","eyebrow","まゆ"
5,"政界","せいかい","political world","せいかい"
5,"変身","へんしん","metamorphosis/transformation","へんしん"
5,"セックス","","sex","セックス"
5,"調味料","ちょうみりょう","seasoning","ちょうみりょう"
5,"悲鳴","ひめい","scream","ひめい"
5,"傾ける","かたむ","to tilt/lean","かたむける"
5,"暦","こよみ","calendar","こよみ"
5,"着色","ちゃくしょく","coloring","ちゃくしょく"
5,["ヨット","","yacht","ヨット"]
5,"介入","かいにゅう","intervention","かいにゅう"
5,"ダブル","","double","ダブル"
5,"発芽","はつが","germination","はつが"
5,"漁師","りょうし","fisherman","りょうし"
5,"動揺","どうよう","shaking/unrest","どうよう"
5,"補足","ほそく","supplement","ほそく"
5,"タイミング","","timing","タイミング"
5,"文","ふみ","letter/writings","ふみ"
5,"半導体","はんどうたい","semiconductor","はんどうたい"
5,"詰める","つ","to stuff/pack","つめる"
5,"近世","きんせい","early modern times","きんせい"
5,"水色","みずいろ","light blue","みずいろ"
5,"万能","ばんのう","all-purpose","ばんのう"
5,"乗用車","じょうようしゃ","passenger car","じょうようしゃ"
5,"客観","きゃっかん","objective","きゃっかん"
5,"モダン","","modern","モダン"
5,"落語","らくご","Rakugo","らくご"
5,"難民","なんみん","refugee","なんみん"
5,"被告","ひこく","defendant","ひこく"
5,"上達","じょうたつ","improvement","じょうたつ"
5,"同行","どうこう","accompanying","どうこう"
5,"講座","こうざ","course/chair","こうざ"
5,"飼料","しりょう","feed/fodder","しりょう"
5,"起用","きよう","appointment/employment","きよう"
5,"手配","てはい","arrangement/search","てはい"
5,"妥協","だきょう","compromise","だきょう"
5,"仕える","つか","to serve","つかえる"
5,"見上げる","みあ","to look up","みあげる"
5,"終日","しゅうじつ","all day","しゅうじつ"
5,"著","ちょ","written by","ちょ"
5,"率いる","ひき","to lead","ひきいる"
5,"標本","ひょうほん","specimen","ひょうほん"
5,"長方形","ちょうほうけい","rectangle","ちょうほうけい"
5,"ベテラン","","veteran","ベテラン"
5,"丼","どんぶり","bowl","どんぶり"
5,"逝去","せいきょ","death (polite)","せいきょ"
5,"新生","しんせい","newborn/new life","しんせい"
5,"パチンコ","","pachinko","パチンコ"
5,"同志","どうし","comrade","どうし"
5,"忘れ物","わすもの","lost article","わすれもの"
5,"貸与","たいよ","lending","たいよ"
5,"同胞","どうぼう","brethren","どうぼう"
5,"任せる","まか","to entrust","まかせる"
5,["調停","ちょうてい","arbitration/mediation","ちょうてい"]
5,"起点","きてん","starting point","きてん"
5,"精密","せいみつ","precision","せいみつ"
5,"乱暴","らんぼう","violent/rough","らんぼう"
5,"予感","よかん","premonition","よかん"
5,"飲食","いんしょく","eating and drinking","いんしょく"
5,"北朝鮮","きたちょうせん","North Korea","きたちょうせん"
5,"双方","そうほう","both parties","そうほう"
5,"漂う","ただよ","to drift/float","ただよう"
5,"許容","きょよう","permission/tolerance","きょよう"
5,"連携","れんけい","cooperation","れんけい"
5,"履行","りこう","performance/execution","りこう"
5,"依然","いぜん","still/as before","いぜん"
5,"腐敗","ふはい","corruption/decay","ふはい"
5,"存続","そんぞく","continuation/survival","そんぞく"
5,"寒さ","さむ","coldness","さむさ"
5,"所持","しょじ","possession","しょじ"
5,"増減","ぞうげん","fluctuation","ぞうげん"
5,"振る","ふ","to wave/shake","ふる"
5,"王冠","おうかん","crown","おうかん"
5,"オルガン","","organ","オルガン"
5,"後年","こうねん","later years","こうねん"
5,"奉仕","ほうし","service/ministry","ほうし"
5,"山林","さんりん","mountain forest","さんりん"
5,"優勢","ゆうせい","superiority","ゆうせい"
5,"覚え","おぼ","memory/sense","おぼえ"
5,"携わる","たずさ","to participate/be involved","たずさわる"
5,"重役","じゅうやく","director/executive","じゅうやく"
5,"次","つぎ","next","つぎ"
5,"前身","ぜんしん","predecessor","ぜんしん"
5,"生後","せいご","after birth","せいご"
5,"有望","ゆうぼう","promising","ゆうぼう"
5,"禁じる","きん","to prohibit","きんじる"
5,"抜かす","ぬ","to skip/omit","ぬかす"
5,"小雨","こさめ","light rain","こさめ"
5,"痴漢","ちかん","molester","ちかん"
5,"狙撃","そげき","sniping","そげき"
5,"最小","さいしょう","minimum","さいしょう"
5,"水力","すいりょく","hydraulic power","すいりょく"
5,"たい","","want to","たい"
5,"巻く","ま","to wind/roll","まく"
5,"スタッフ","","staff","スタッフ"
5,"として","","as/in the capacity of","として"
5,"藻","も","algae","も"
5,"亡命","ぼうめい","exile/asylum","ぼうめい"
5,"絡む","から","to entangle/be involved","からむ"
5,"作動","さどう","operation/running","さどう"
5,"隠れる","かく","to hide","かくれる"
5,"貨幣","かへい","money/currency","かへい"
5,"反響","はんきょう","echo/response","はんきょう"
5,"能率","のうりつ","efficiency","のうりつ"
5,"緯度","いど","latitude","いど"
5,"無意識","むいしき","unconsciousness","むいしき"
5,"期日","きじつ","deadline","きじつ"
5,"遺産","いさん","heritage/legacy","いさん"
5,"失格","しっかく","disqualification","しっかく"
5,"後退","こうたい","retreat","こうたい"
5,"初","はつ","first/new","はつ"
5,"作り","つく","making/structure","つくり"
5,"個体","こたい","individual","こたい"
5,"断定","だんてい","conclusion/decision","だんてい"
5,"昼寝","ひるね","nap","ひるね"
5,"鳥居","とりい","torii gate","とりい"
5,"乗り物","のもの","vehicle","のりもの"
5,"功績","こうせき","achievement","こうせき"
5,"真っ青","まさお","deep blue/pale","まっさお"
5,"小切手","こぎって","check (cheque)","こぎって"
5,"漁船","ぎょせん","fishing boat","ぎょせん"
5,"結び","むす","knot/conclusion","むすび"
5,"録画","ろくが","recording (video)","ろくが"
5,"だけ","","only","だけ"
5,"させていただく","","to be allowed to do","させていただく"
5,"便乗","びんじょう","hitching a ride","びんじょう"
5,"悲しむ","かな","to grieve","かなしむ"
5,"冷める","さ","to cool down","さめる"
5,"盗賊","とうぞく","thief/bandit","とうぞく"
5,"朝鮮","ちょうせん","Korea","ちょうせん"
5,"ユーモア","","humor","ユーモア"
5,"おにぎり","","rice ball","おにぎり"
5,"一族","いちぞく","clan/family","いちぞく"
5,"天使","てんし","angel","てんし"
5,"背負う","せお","to carry on back","せおう"
5,"横切る","よこぎ","to cross","よこぎる"
5,"庭園","ていえん","garden","ていえん"
5,"探求","たんきゅう","quest/pursuit","たんきゅう"
5,"基金","ききん","fund/foundation","ききん"
5,"によって","","by/according to","によって"
5,"たり","","(particle for listing actions)","たり"
5,"生計","せいけい","livelihood","せいけい"
5,"恩恵","おんけい","grace/favor","おんけい"
5,"名簿","めいぼ","register/list of names","めいぼ"
5,"束縛","そくばく","restraint/restriction","そくばく"
5,"剣道","けんどう","kendo","けんどう"
5,"子弟","してい","children/younger people","してい"
5,"平面","へいめん","plane/flat surface","へいめん"
5,"家主","やぬし","landlord","やぬし"
5,"材木","ざいもく","lumber","ざいもく"
5,"寸法","すんぽう","measurement/size","すんぽう"
5,"マスク","","mask","マスク"
5,"残暑","ざんしょ","late summer heat","ざんしょ"
5,"連帯","れんたい","solidarity","れんたい"
5,"朗読","ろうどく","reading aloud","ろうどく"
5,"騒がしい","さわ","noisy","さわがしい"
5,"発覚","はっかく","detection/discovery","はっかく"
5,"による","","due to","による"
5,"西ドイツ","にし","West Germany","にしドイツ"
5,"静脈","じょうみゃく","vein","じょうみゃく"
5,"幹事","かんじ","coordinator/organizer","かんじ"
5,"負債","ふさい","debt","ふさい"
5,"斜面","しゃめん","slope","しゃめん"
5,"立候補","りっこうほ","candidacy","りっこうほ"
5,"陸","りく","land","りく"
5,"ながら","","while/although","ながら"
5,"ベース","","base","ベース"
5,"有権者","ゆうけんしゃ","voter","ゆうけんしゃ"
5,"本校","ほんこう","this school/main school","ほんこう"
5,"入選","にゅうせん","being selected","にゅうせん"
5,"要","かなめ","pivot/vital point","かなめ"
5,"駐車場","ちゅうしゃじょう","parking lot","ちゅうしゃじょう"
5,"大さじ","おお","tablespoon","おおさじ"
5,"脅迫","きょうはく","threat/coercion","きょうはく"
5,"最期","さいご","last moments","さいご"
5,"空っぽ","から","empty","からっぽ"
5,"本年","ほんねん","this year","ほんねん"
5,"校庭","こうてい","schoolyard","こうてい"
5,"出前","でまえ","delivery (food)","でまえ"
5,"売春","ばいしゅん","prostitution","ばいしゅん"
5,"悔しい","くや","frustrating/regrettable","くやしい"
5,"大火","たいか","large fire","たいか"
5,"路上","ろじょう","on the road","ろじょう"
5,"後","のち","after/later","のち"
5,"受け入れる","うい","to accept","うけいれる"
5,"点灯","てんとう","lighting up","てんとう"
5,"悔い","く","regret","くい"
5,"閉塞","へいそく","blockage","へいそく"
5,"幽霊","ゆうれい","ghost","ゆうれい"
5,"月給","げっきゅう","monthly salary","げっきゅう"
5,"丘陵","きゅうりょう","hill","きゅうりょう"
5,"白紙","はくし","blank paper","はくし"
5,"金","きん","gold/money","きん"
5,"高地","こうち","highland","こうち"
5,"表彰","ひょうしょう","commendation","ひょうしょう"
5,"保育","ほいく","nursing/childcare","ほいく"
5,"不運","ふうん","bad luck","ふうん"
5,"天地","てんち","heaven and earth","てんち"
5,"慣習","かんしゅう","custom","かんしゅう"
5,"果て","は","end/limit","はて"
5,"眼科","がんか","ophthalmology","がんか"
5,"投手","とうしゅ","pitcher","とうしゅ"
5,"まれ","","rare","まれ"
5,"おや","","oh!/my!","おや"
5,"舞う","ま","to dance/flutter","まう"
5,"消毒","しょうどく","disinfection","しょうどく"
5,"夏季","かき","summer season","かき"
5,"無名","むめい","unknown/nameless","むめい"
5,"頬","ほお","cheek","ほお"
5,"において","","in/at/on","において"
5,"未婚","みこん","unmarried","みこん"
5,"よう","","like/as if","よう"
5,"仁義","じんぎ","humanity and justice","じんぎ"
5,"容積","ようせき","capacity/volume","ようせき"
5,["有害","ゆうがい","harmful","ゆうがい"]
5,"委託","いたく","consignment","いたく"
5,"索引","さくいん","index","さくいん"
5,"引き受ける","ひう","to undertake","ひきうける"
5,"のみ","","only","のみ"
5,"酸性","さんせい","acidity","さんせい"
5,"電線","でんせん","electric wire","でんせん"
5,"つなぐ","","to connect","つなぐ"
5,"ぼんやり","","vaguely/absent-mindedly","ぼんやり"
5,"成熟","せいじゅく","maturity","せいじゅく"
5,"反感","はんかん","antipathy","はんかん"
5,"飲料","いんりょう","beverage","いんりょう"
5,"物体","ぶったい","object/body","ぶったい"
5,"衣類","いるい","clothing","いるい"
5,"院長","いんちょう","director (hospital)","いんちょう"
5,"悪","あく","evil","あく"
5,"黒人","こくじん","black person","こくじん"
5,"不能","ふのう","impossible/incapable","ふのう"
5,"急性","きゅうせい","acute","きゅうせい"
5,"公的","こうてき","public/official","こうてき"
5,"車体","しゃたい","vehicle body","しゃたい"
5,"円滑","えんかつ","smooth","えんかつ"
5,"採る","と","to adopt/take","とる"
5,"魔法","まほう","magic","まほう"
5,"読本","とくほん","reader/reading book","とくほん"
5,"真夜中","まよなか","midnight","まよなか"
5,"癌","がん","cancer","がん"
5,"チャンス","","chance","チャンス"
5,"下山","げざん","descending a mountain","げざん"
5,"下院","かいん","Lower House","かいん"
5,"未熟","みじゅく","immature/inexperienced","みじゅく"
5,"公務","こうむ","official business","こうむ"
5,"発注","はっちゅう","ordering","はっちゅう"
5,"見聞","けんぶん","information/observation","けんぶん"
5,"伝記","でんき","biography","でんき"
5,"メーター","","meter","メーター"
5,"徴収","ちょうしゅう","collection/levy","ちょうしゅう"
5,"主食","しゅしょく","staple food","しゅしょく"
5,"調達","ちょうたつ","procurement","ちょうたつ"
5,"集落","しゅうらく","village/settlement","しゅうらく"
5,"良心","りょうしん","conscience","りょうしん"
5,"担う","にな","to carry/bear","になう"
5,"皇后","こうごう","Empress","こうごう"
5,"筆記","ひっき","taking notes/writing","ひっき"
5,"余剰","よじょう","surplus","よじょう"
5,"採算","さいさん","profit","さいさん"
5,"実例","じつれい","example","じつれい"
5,"下流","かりゅう","downstream","かりゅう"
5,"氏","うじ","family name/lineage","うじ"
5,"契機","けいき","opportunity/chance","けいき"
5,"居眠り","いねむ","dozing off","いねむり"
5,"現に","げん","actually","げんに"
5,"における","","in/at","における"
5,"案外","あんがい","unexpectedly","あんがい"
5,"宴会","えんかい","party/banquet","えんかい"
5,"補充","ほじゅう","replenishment","ほじゅう"
5,"発動","はつどう","activation","はつどう"
5,"執る","と","to take (command)/administer","とる"
5,"勾配","こうばい","slope/gradient","こうばい"
5,"鼓","つづみ","hand drum","つづみ"
5,"症","しょう","illness/symptom","しょう"
5,"待たせる","ま","to keep waiting","またせる"
5,"現れる","あらわ","to appear","あらわれる"
5,"発信","はっしん","transmission","はっしん"
5,"揺れる","ゆ","to shake/sway","ゆれる"
5,"上院","じょういん","Upper House","じょういん"
5,"うん","","yes/yeah","うん"
5,"同月","どうげつ","same month","どうげつ"
5,"くし","","comb/skewer","くし"
5,"中華","ちゅうか","Chinese","ちゅうか"
5,"府立","ふりつ","prefectural (Osaka/Kyoto)","ふりつ"
5,"葬儀","そうぎ","funeral","そうぎ"
5,"出店","でみせ","food stall","でみせ"
5,"画","かく","stroke/picture","かく"
5,"ぶつ","","to hit","ぶつ"
5,"民衆","みんしゅう","people/populace","みんしゅう"
5,"幾分","いくぶん","somewhat","いくぶん"
5,"金山","きんざん","gold mine","きんざん"
5,"登記","とうき","registration","とうき"
5,"故に","ゆえ","therefore","ゆえに"
5,"レモン","","lemon","レモン"
5,"もっとも","","most/however","もっとも"
5,"要旨","ようし","gist/summary","ようし"
5,"性的","せいてき","sexual","せいてき"
5,"お子さん","こ","child (polite)","おこさん"
5,"教官","きょうかん","instructor","きょうかん"
5,"一口","ひとくち","mouthful/bite","ひとくち"
5,"芳香","ほうこう","fragrance","ほうこう"
5,"堂々","どうどう","magnificent/grand","どうどう"
5,"封鎖","ふうさ","blockade","ふうさ"
5,"薄れる","うす","to fade/dim","うすれる"
5,"単行本","たんこうぼん","book/volume","たんこうぼん"
5,"破綻","はたん","failure/bankruptcy","はたん"
5,"着","ちゃく","arrival/counter for suits","ちゃく"
5,"歩み","あゆ","walking/history","あゆみ"
5,"見当","けんとう","estimate/guess","けんとう"
5,"肘","ひじ","elbow","ひじ"
5,"東方","とうほう","eastern direction","とうほう"
5,"横領","おうりょう","embezzlement","おうりょう"
5,"概要","がいよう","outline","がいよう"
5,"生き生き","いい","lively/vividly","いきいき"
5,"足踏み","あしぶ","stepping/standstill","あしぶみ"
5,"踏まえる","ふ","to be based on","ふまえる"
5,"変形","へんけい","deformation","へんけい"
5,"刑務所","けいむしょ","prison","けいむしょ"
5,"人体","じんたい","human body","じんたい"
5,"実物","じつぶつ","real thing","じつぶつ"
5,"学級","がっきゅう","class/grade","がっきゅう"
5,"均衡","きんこう","equilibrium/balance","きんこう"
5,"目覚める","めざ","to wake up","めざめる"
5,"高まり","たか","rise/swell","たかまり"
5,"克明","こくめい","detailed","こくめい"
5,"故人","こじん","deceased","こじん"
5,"タイム","","time","タイム"
5,"反抗","はんこう","rebellion","はんこう"
5,"瞬時","しゅんじ","moment/instant","しゅんじ"
5,"特技","とくぎ","special skill","とくぎ"
5,"廃棄","はいき","disposal","はいき"
5,"半数","はんすう","half the number","はんすう"
5,"大西洋","たいせいよう","Atlantic Ocean","たいせいよう"
5,"あら","","oh/ah","あら"
5,"残虐","ざんぎゃく","cruelty","ざんぎゃく"
5,"もったいない","","wasteful","もったいない"
5,"入金","にゅうきん","payment/deposit","にゅうきん"
5,"巧み","たく","skillful","たくみ"
5,"十七日","じゅうしちにち","17th day","じゅうしちにち"
5,"海運","かいうん","maritime transport","かいうん"
5,"再現","さいげん","reproduction","さいげん"
5,"不法","ふほう","illegal","ふほう"
5,"あの人","ひと","that person","あのひと"
5,"ノック","","knock","ノック"
5,"抱負","ほうふ","aspiration","ほうふ"
5,"温室","おんしつ","greenhouse","おんしつ"
5,"休学","きゅうがく","temporary absence from school","きゅうがく"
5,"答案","とうあん","examination paper","とうあん"
5,"教訓","きょうくん","lesson/precept","きょうくん"
5,"叱る","しか","to scold","しかる"
5,"前夜","ぜんや","previous night","ぜんや"
5,"欠ける","か","to lack/chip","かける"
5,"倫理","りんり","ethics","りんり"
5,"保有","ほゆう","possession","ほゆう"
5,"氷山","ひょうざん","iceberg","ひょうざん"
5,"一男","いちなん","first son","いちなん"
5,"専務","せんむ","managing director","せんむ"
5,"破損","はそん","damage","はそん"
5,"汚れ","よご","dirt/stain","よごれ"
5,"狂気","きょうき","madness","きょうき"
5,"つま先","さき","tiptoe","つまさき"
5,"路線","ろせん","route/line","ろせん"
